ID,AGE,USE,AD,ED,ACCESS_TIME,EGRESS_TIME,ALT1,ALT2,ALT3,BICYCLES,MOTOR,WB,GENDER,UNO,SERO,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
617,40.0,4,4.25,1.75,30,10,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
618,22.0,4,0.3,0.3,5,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
619,40.0,2,2.25,5.0,15,30,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
620,22.0,4,0.3,0.3,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
621,30.0,4,0.3,1.75,5,15,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
622,22.0,4,0.75,0.75,15,15,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
623,40.0,4,0.75,0.75,10,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
624,22.0,4,0.3,0.75,3,10,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
625,30.0,2,1.25,1.75,15,10,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
626,22.0,2,0.3,0.3,5,5,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
627,22.0,4,0.3,0.3,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
628,22.0,1,1.25,0.3,6,5,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
629,22.0,4,1.25,0.3,15,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
630,22.0,1,0.3,0.75,5,7,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
631,22.0,4,0.3,0.3,2,6,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
632,22.0,2,1.25,0.3,10,5,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
633,30.0,4,0.3,0.75,10,10,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
634,22.0,2,0.75,0.3,10,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
635,22.0,4,0.3,0.3,5,5,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
636,40.0,4,2.25,0.3,10,6,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
637,40.0,1,0.3,0.3,7,5,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
638,22.0,4,0.3,0.3,5,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
639,22.0,4,0.75,0.75,7,8,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
640,22.0,4,0.75,0.75,10,10,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
641,30.0,4,0.3,5.0,5,20,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
642,54.0,4,1.75,0.75,15,10,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
643,22.0,4,0.75,0.3,5,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
644,30.0,4,0.75,0.3,10,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
645,22.0,4,0.3,0.75,10,15,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
646,22.0,4,0.75,0.75,7,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
647,22.0,2,0.75,0.3,10,7,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
648,22.0,4,0.3,0.3,10,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
649,40.0,4,0.75,0.75,10,15,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
650,30.0,4,2.25,5.0,15,20,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
651,22.0,4,5.0,1.25,30,15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
652,22.0,2,0.3,0.3,5,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
653,22.0,4,0.3,0.3,10,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
654,22.0,2,0.75,1.25,10,13,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
655,40.0,2,0.3,0.75,7,15,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
656,54.0,4,0.3,0.75,5,10,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
657,40.0,2,1.25,0.75,15,15,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
658,22.0,2,0.3,5.0,2,30,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
659,40.0,4,0.75,5.0,15,20,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
660,22.0,4,0.3,1.25,5,15,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
661,30.0,4,0.3,0.3,5,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
662,54.0,4,0.3,0.75,10,10,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
663,30.0,4,0.3,0.3,5,5,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
664,40.0,4,0.75,0.3,10,5,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
665,22.0,4,0.3,1.25,2,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
666,22.0,1,0.3,0.75,5,10,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
667,22.0,4,0.3,0.75,4,10,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
668,22.0,4,0.3,0.3,3,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
669,54.0,4,0.3,3.25,5,15,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
670,40.0,4,0.75,0.75,15,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
671,30.0,4,1.75,0.3,10,5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
672,40.0,4,0.75,0.75,10,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
673,54.0,4,0.3,0.75,15,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
674,22.0,4,0.75,0.3,10,5,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
675,54.0,4,0.3,0.3,10,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
676,22.0,4,1.25,1.25,15,20,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
677,30.0,4,0.75,0.75,7,10,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
678,30.0,4,2.25,0.75,10,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
679,54.0,1,0.3,5.0,5,30,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
680,22.0,4,0.3,0.3,15,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
681,22.0,4,0.3,0.75,5,10,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
682,40.0,1,0.3,2.75,5,10,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
683,22.0,4,0.3,0.75,5,10,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
684,22.0,2,0.75,0.75,7,10,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
685,22.0,2,1.25,0.3,10,6,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
686,30.0,2,0.75,0.75,15,15,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
687,30.0,4,0.75,1.25,10,12,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
688,40.0,4,0.3,1.75,5,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
689,22.0,2,0.75,0.75,10,15,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
690,22.0,4,0.3,1.75,5,7,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
691,22.0,1,0.3,1.25,15,20,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
692,22.0,1,1.75,2.25,20,10,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
693,22.0,4,0.75,0.3,10,5,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
694,22.0,4,0.3,5.0,5,15,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
695,30.0,1,5.0,0.3,40,2,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
696,40.0,4,0.3,0.75,3,5,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
697,22.0,4,1.75,0.3,6,2,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
698,22.0,4,1.75,0.75,18,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
699,54.0,4,0.75,1.75,7,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
700,22.0,4,0.75,0.3,15,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
701,30.0,4,0.75,5.0,10,30,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
702,22.0,2,0.3,0.3,6,6,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
703,30.0,4,0.75,5.0,5,45,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
704,30.0,1,1.25,0.75,15,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
705,22.0,4,0.75,0.3,10,5,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
706,22.0,4,0.3,0.75,7,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
707,22.0,4,0.3,0.3,5,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
708,40.0,2,0.3,0.3,5,5,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
709,40.0,4,0.3,5.0,5,30,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
710,30.0,2,3.25,5.0,23,30,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
711,40.0,1,1.25,5.0,8,20,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
712,30.0,1,4.75,0.75,10,10,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
713,54.0,4,0.3,0.75,10,15,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
714,30.0,4,0.75,0.75,10,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
715,30.0,1,0.3,0.3,10,4,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
716,30.0,1,1.75,5.0,10,30,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
717,22.0,4,0.3,3.75,5,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
718,30.0,4,0.75,0.3,10,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
719,22.0,4,2.75,0.3,6,2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
720,30.0,4,0.3,0.3,5,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
721,40.0,4,0.75,5.0,5,15,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
722,65.0,4,0.3,0.75,7,10,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
723,40.0,4,0.75,0.75,15,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
724,30.0,4,5.0,2.75,35,15,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
725,22.0,1,0.3,0.3,2,5,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
726,22.0,4,0.75,0.75,5,5,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
727,40.0,4,1.75,0.3,10,5,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
728,54.0,4,0.75,1.75,7,20,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
729,30.0,1,3.25,1.25,10,15,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
730,40.0,4,1.75,0.3,5,6,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
731,40.0,4,0.3,0.3,5,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
732,40.0,4,0.3,0.3,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
733,22.0,4,0.3,0.3,5,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
734,54.0,4,3.75,0.75,10,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
735,54.0,4,0.75,1.75,6,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
736,22.0,4,5.0,0.3,10,2,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
737,22.0,2,0.75,0.3,7,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
738,54.0,4,0.75,2.75,15,25,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
739,30.0,4,0.3,0.3,2,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
740,65.0,4,1.25,1.25,12,5,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
741,40.0,4,0.75,0.75,7,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
742,22.0,1,2.75,0.75,10,20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
743,54.0,4,1.75,0.75,8,5,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
744,30.0,1,2.75,0.3,10,5,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
745,40.0,4,2.75,0.3,15,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
746,22.0,4,3.75,0.3,30,5,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
747,22.0,1,0.3,0.75,5,10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
748,40.0,4,0.3,2.75,5,30,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
749,22.0,4,0.3,1.75,5,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
750,22.0,2,0.75,3.25,15,23,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
751,40.0,1,4.25,0.3,20,10,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
752,22.0,4,0.75,0.75,10,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
753,22.0,4,0.3,0.75,5,10,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
754,30.0,2,5.0,0.3,30,3,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
755,22.0,4,0.3,0.3,5,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
756,22.0,4,0.75,0.3,7,5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
757,22.0,2,0.3,0.75,5,6,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
758,22.0,4,0.75,0.75,10,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
759,22.0,4,1.25,5.0,15,20,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
760,30.0,4,0.75,0.3,10,5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
761,30.0,1,0.3,0.3,2,7,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
762,30.0,4,1.75,3.75,15,15,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
763,22.0,1,1.25,1.25,15,15,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
764,22.0,1,0.3,0.3,4,5,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
765,30.0,2,0.3,0.3,3,10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
766,54.0,4,1.75,0.75,20,5,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
767,30.0,4,0.3,0.75,2,10,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
768,22.0,4,0.75,0.3,7,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
769,22.0,4,0.75,0.3,10,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
770,22.0,4,0.3,0.3,2,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
771,30.0,4,0.3,5.0,2,30,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
772,40.0,4,0.75,0.75,15,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
773,22.0,4,0.75,0.75,7,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
774,30.0,4,0.75,0.3,12,5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
775,30.0,4,0.75,0.3,10,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
776,40.0,4,0.75,0.75,7,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
777,30.0,4,0.3,1.25,4,15,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
778,22.0,2,0.75,0.75,10,10,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
779,22.0,2,0.75,0.75,12,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
780,22.0,1,0.75,0.75,10,10,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
781,22.0,4,0.3,0.75,5,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
782,22.0,4,0.75,1.25,5,15,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
783,54.0,4,0.3,0.3,10,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
784,22.0,4,0.3,0.3,5,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
785,30.0,2,0.3,1.25,5,13,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
786,22.0,4,0.3,0.3,5,5,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
787,22.0,1,0.3,1.25,10,15,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
788,22.0,1,0.3,1.25,10,15,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
789,40.0,2,5.0,1.75,15,10,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
790,30.0,4,1.75,1.25,10,10,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
791,22.0,2,0.3,1.75,5,25,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
792,30.0,4,3.75,3.75,15,15,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
793,30.0,4,0.75,1.75,10,20,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
794,30.0,2,1.75,0.75,20,10,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
795,22.0,4,0.3,0.75,5,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
796,22.0,1,3.25,0.3,15,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
797,22.0,4,5.0,0.3,30,5,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
798,30.0,4,0.3,0.3,5,7,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
799,30.0,2,4.75,0.3,17,6,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
800,22.0,4,4.25,0.3,15,7,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
801,30.0,4,2.25,0.3,25,5,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
802,22.0,4,1.25,1.25,20,10,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
803,22.0,4,0.75,0.3,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
804,30.0,2,0.75,0.3,10,3,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
805,22.0,4,0.3,0.75,10,10,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
806,40.0,4,0.3,0.3,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
807,40.0,4,0.3,0.3,2,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
808,22.0,4,0.3,0.3,2,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
809,30.0,4,0.3,1.75,5,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
810,40.0,4,0.3,0.3,5,5,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
811,30.0,2,1.75,0.3,10,5,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
812,30.0,4,0.75,0.75,10,10,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
813,22.0,4,1.75,2.75,5,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
814,30.0,2,1.25,1.25,15,15,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
815,22.0,1,0.3,0.75,5,10,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
816,22.0,2,1.25,1.75,20,20,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
817,22.0,1,2.25,5.0,5,15,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
818,40.0,4,1.75,1.25,15,15,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
819,22.0,1,1.25,0.3,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
820,22.0,2,5.0,2.25,60,15,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
821,22.0,4,0.3,1.75,10,15,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
822,22.0,4,0.3,0.3,7,7,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
823,54.0,4,5.0,1.75,40,7,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
824,22.0,4,0.3,0.3,3,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
825,22.0,4,5.0,0.75,30,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
826,22.0,4,4.25,2.25,15,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
827,22.0,4,1.75,0.75,10,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
828,22.0,4,1.25,1.25,15,15,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
829,30.0,1,0.3,0.75,5,10,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
830,54.0,4,0.3,0.75,5,15,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
831,22.0,4,0.75,1.25,7,15,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
832,22.0,4,0.75,0.75,5,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
833,22.0,4,0.3,0.75,5,10,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
834,22.0,2,2.25,0.3,15,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
835,22.0,4,0.75,0.3,10,5,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
836,22.0,4,0.3,0.3,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
837,30.0,4,0.3,0.75,5,10,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
838,22.0,4,0.75,0.3,10,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
839,22.0,4,1.75,0.3,15,3,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
840,54.0,4,0.3,0.75,10,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
841,30.0,4,4.25,5.0,15,45,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
842,22.0,4,1.25,0.75,10,10,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
843,22.0,2,0.3,1.25,3,10,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
844,54.0,4,1.25,0.75,15,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
845,22.0,4,0.3,2.25,7,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
846,40.0,4,0.75,0.3,5,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
847,40.0,4,3.25,5.0,10,40,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
848,30.0,4,2.25,1.75,20,10,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
849,30.0,4,1.25,1.25,10,15,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
850,30.0,1,0.3,0.3,5,5,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
851,22.0,4,0.3,4.75,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
852,22.0,4,0.3,0.3,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
853,30.0,4,2.25,0.3,10,4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
854,22.0,4,1.75,0.3,10,5,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
855,22.0,4,1.75,0.75,5,5,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
