ID,AGE,USE,AD,ED,ACCESS_TIME,EGRESS_TIME,ALT1,ALT2,ALT3,BICYCLES,MOTOR,WB,GENDER,UNO,SERO,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
856,22.0,4,0.3,4.75,5,20,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
857,22.0,4,0.75,0.3,10,5,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
858,40.0,4,5.0,0.3,15,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
859,54.0,4,0.3,3.75,5,15,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
860,30.0,4,5.0,4.25,15,10,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
861,65.0,4,0.3,0.3,10,10,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
862,40.0,4,0.75,0.75,5,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
863,30.0,4,1.25,0.75,5,15,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
864,30.0,4,0.3,2.75,5,15,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
865,30.0,4,2.75,3.25,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
866,22.0,4,0.3,5.0,6,20,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
867,22.0,2,0.3,1.75,5,3,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
868,22.0,2,0.75,0.3,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
869,30.0,2,0.75,0.3,10,5,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
870,22.0,2,4.25,0.3,10,5,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
871,22.0,4,1.25,2.75,10,10,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
872,30.0,2,0.75,1.25,5,15,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
873,22.0,4,0.75,0.75,7,7,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
874,40.0,4,5.0,1.75,45,20,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
875,22.0,4,0.3,0.3,5,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
876,22.0,2,0.3,0.3,7,4,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
877,30.0,4,1.75,0.3,5,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
878,22.0,4,0.75,0.3,7,4,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
879,30.0,1,0.3,0.3,10,5,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
880,22.0,1,0.3,0.3,5,5,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
881,22.0,1,0.75,2.25,10,5,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
882,30.0,4,1.25,2.25,15,15,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
883,30.0,4,1.25,0.3,15,5,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
884,22.0,1,0.75,0.75,10,10,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
885,22.0,4,2.75,1.25,10,10,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
886,22.0,4,0.3,0.3,5,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
887,30.0,4,0.75,0.3,10,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
888,22.0,4,1.75,0.3,20,5,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
889,30.0,4,3.75,1.25,12,15,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
890,30.0,1,3.75,0.3,20,5,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
891,22.0,4,3.75,0.3,15,4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
892,22.0,4,0.75,0.75,10,10,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
893,30.0,4,0.75,0.75,10,10,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
894,22.0,4,1.75,1.75,10,10,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
895,22.0,4,0.3,1.25,5,15,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
896,22.0,1,0.75,0.3,10,5,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
897,30.0,2,0.75,0.3,10,5,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
898,30.0,4,1.25,0.3,10,5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
899,30.0,2,0.3,2.25,5,10,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
900,30.0,4,0.75,0.3,10,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
901,22.0,4,1.75,1.25,10,15,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
902,22.0,1,0.3,0.75,5,5,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
903,54.0,4,0.75,5.0,5,28,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
904,30.0,4,1.75,0.3,15,5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
905,30.0,4,5.0,1.25,20,10,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
906,22.0,4,1.75,0.75,5,5,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
907,30.0,4,0.3,0.3,2,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
908,22.0,4,2.75,0.75,20,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
909,22.0,2,0.3,3.25,5,20,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
910,40.0,4,0.75,0.75,3,10,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
911,30.0,2,0.3,0.3,5,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
912,54.0,4,0.75,0.3,4,5,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
913,54.0,4,0.3,5.0,5,45,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
914,40.0,1,1.25,0.75,15,10,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
915,22.0,4,0.3,3.25,2,15,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
916,22.0,1,0.75,0.3,10,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
917,40.0,4,0.75,2.75,10,10,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
918,30.0,4,0.3,0.3,3,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
919,30.0,4,5.0,0.75,30,5,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
920,22.0,2,0.75,0.75,10,10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
921,22.0,4,0.3,4.75,5,20,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
922,40.0,4,5.0,1.75,30,10,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
923,40.0,2,0.3,0.3,5,5,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
924,40.0,4,0.75,5.0,10,20,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
925,22.0,2,0.75,1.25,7,10,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
926,30.0,2,0.3,1.25,5,15,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
927,22.0,2,4.25,1.25,20,10,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
928,22.0,4,0.3,0.3,5,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
929,30.0,2,1.75,0.3,5,5,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
930,30.0,4,0.75,0.3,10,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
931,40.0,4,0.75,0.75,10,10,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
932,22.0,4,0.3,0.3,2,5,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
933,40.0,4,0.75,1.25,7,10,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
934,22.0,2,3.25,2.75,10,15,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
935,30.0,2,0.75,0.3,5,5,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
936,22.0,4,0.3,0.75,2,15,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
937,30.0,4,0.3,1.25,7,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
938,40.0,4,0.75,1.25,7,10,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
939,22.0,1,0.3,0.3,3,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
940,54.0,4,1.75,3.25,10,15,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
941,22.0,2,3.25,1.75,10,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
942,40.0,4,0.75,0.3,5,5,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
943,30.0,2,0.3,0.3,5,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
944,22.0,4,0.75,1.25,10,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
945,54.0,4,0.3,0.75,5,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
946,30.0,4,0.3,0.3,5,6,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
947,22.0,2,3.75,1.75,25,15,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
948,22.0,4,3.75,0.3,30,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
949,22.0,1,1.75,1.25,30,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
950,30.0,1,0.75,0.75,10,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
951,22.0,4,1.25,0.75,8,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
952,40.0,2,0.3,0.3,2,5,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
953,22.0,2,0.75,5.0,10,20,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
954,22.0,4,0.3,0.75,5,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
955,22.0,4,2.75,0.3,10,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
956,22.0,4,0.3,0.75,5,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
957,22.0,1,0.3,1.75,5,10,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
958,22.0,2,0.75,0.75,7,5,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
959,40.0,4,0.3,0.3,7,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
960,30.0,2,5.0,0.75,25,10,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
961,30.0,4,0.3,0.3,4,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
962,22.0,4,0.3,0.3,5,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
963,22.0,4,0.75,0.3,7,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
964,22.0,1,5.0,5.0,20,20,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
965,30.0,2,0.75,0.75,7,6,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
966,22.0,4,2.75,0.3,15,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
967,30.0,2,3.75,5.0,13,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
968,22.0,4,0.75,0.75,7,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
969,30.0,2,5.0,0.3,90,3,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
970,22.0,4,0.3,0.75,5,10,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
971,22.0,2,0.75,0.3,10,5,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
972,22.0,2,0.75,0.75,10,10,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
973,30.0,4,0.75,0.3,10,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
974,30.0,4,0.75,0.75,5,10,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
975,22.0,2,0.3,0.75,5,7,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
976,30.0,2,0.75,0.75,5,3,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
977,22.0,4,0.3,0.3,5,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
978,22.0,4,0.3,0.75,6,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
979,22.0,1,1.25,1.75,10,15,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
980,22.0,4,0.3,0.3,5,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
981,22.0,2,0.3,0.75,5,6,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
982,22.0,4,1.75,0.3,20,5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
983,54.0,4,0.75,0.75,15,10,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
984,22.0,4,0.3,0.3,3,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
985,30.0,2,0.3,0.75,5,10,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
986,22.0,4,0.75,0.75,10,10,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
987,30.0,4,0.3,4.75,5,20,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
988,22.0,4,0.3,3.25,2,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
989,30.0,4,0.3,4.75,5,20,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
990,22.0,4,0.3,1.25,5,15,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
991,22.0,4,1.25,1.25,15,10,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
992,30.0,4,0.3,0.3,7,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
993,22.0,4,0.3,5.0,5,15,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
994,30.0,2,0.3,3.75,5,15,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
995,40.0,4,0.3,0.75,7,8,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
996,30.0,4,0.3,0.75,5,10,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
997,30.0,4,0.3,0.3,5,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
998,30.0,4,1.25,0.3,10,5,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
999,22.0,4,0.75,0.3,10,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1000,30.0,2,0.3,0.75,5,15,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1001,22.0,2,0.3,0.3,5,10,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1002,40.0,4,0.3,5.0,5,30,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1003,22.0,2,0.3,0.3,10,2,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1004,30.0,2,1.25,0.3,5,5,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1005,54.0,4,0.75,0.3,10,5,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1006,30.0,4,0.75,0.3,10,4,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1007,54.0,4,0.75,0.3,5,10,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1008,22.0,4,5.0,0.75,25,5,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1009,22.0,1,0.3,0.75,5,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1010,22.0,4,5.0,0.3,25,4,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1011,22.0,4,0.3,0.75,2,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1012,22.0,4,1.75,3.75,10,10,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1013,40.0,4,0.75,0.3,10,5,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1014,40.0,4,0.75,0.3,10,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1015,22.0,4,0.3,0.75,3,10,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1016,22.0,2,1.25,0.75,15,10,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1017,40.0,1,3.75,0.3,10,5,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
1018,40.0,4,0.3,0.3,3,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1019,22.0,4,0.3,0.3,5,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1020,30.0,4,0.3,0.3,5,5,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1021,22.0,2,0.3,0.3,3,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1022,22.0,2,1.25,0.3,15,8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1023,54.0,4,0.3,0.75,5,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1024,30.0,2,0.75,3.75,8,10,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1025,22.0,2,0.75,2.75,10,15,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1026,22.0,4,0.75,0.75,15,10,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1027,22.0,4,0.3,0.75,5,10,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1028,22.0,4,0.3,1.75,2,8,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1029,40.0,1,0.3,0.3,5,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1030,22.0,2,0.75,0.3,13,5,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1031,30.0,1,0.75,0.3,15,3,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1032,22.0,4,0.3,0.3,7,10,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1033,30.0,4,0.3,0.75,3,6,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1034,22.0,2,1.75,3.75,10,20,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
1035,22.0,4,0.75,0.75,10,10,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1036,30.0,1,1.25,0.3,10,5,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1037,22.0,4,0.3,0.3,5,5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1038,30.0,4,0.3,0.3,2,3,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1039,30.0,4,0.3,1.25,5,5,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1040,22.0,1,0.75,1.75,10,5,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
1041,22.0,4,0.3,0.3,5,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1042,22.0,4,1.25,0.75,15,10,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1043,22.0,4,0.75,2.25,7,20,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1044,22.0,2,1.75,0.3,25,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1045,22.0,4,0.3,0.75,3,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1046,22.0,1,0.3,0.3,5,5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1047,22.0,4,0.75,5.0,10,90,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1048,22.0,4,0.3,0.75,5,20,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1049,22.0,4,0.3,1.25,4,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1050,22.0,2,0.3,1.25,5,10,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1051,22.0,4,0.3,1.25,5,10,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1052,22.0,4,0.75,0.3,10,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1053,22.0,1,0.75,0.75,7,7,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1054,22.0,4,0.3,0.3,5,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1055,22.0,2,5.0,0.75,50,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1056,22.0,1,0.3,5.0,5,30,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
1057,30.0,2,0.3,1.25,5,7,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1058,22.0,2,1.25,2.75,15,10,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
1059,22.0,2,1.75,0.3,10,5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1060,22.0,4,0.3,0.75,5,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1061,30.0,4,0.3,0.3,2,10,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1062,22.0,4,0.3,0.3,3,2,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1063,22.0,4,0.75,0.75,10,10,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1064,22.0,2,1.25,0.75,5,10,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1065,22.0,2,1.25,1.25,15,15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1066,22.0,4,0.75,0.3,7,3,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1067,22.0,2,1.75,0.3,20,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1068,22.0,4,5.0,0.3,15,5,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1069,40.0,4,5.0,0.3,15,5,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1070,30.0,4,3.75,0.3,15,5,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1071,22.0,4,5.0,4.25,20,15,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1072,22.0,4,0.3,0.3,5,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1073,22.0,4,0.3,0.75,5,5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1074,30.0,2,0.75,0.3,10,5,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
1075,30.0,2,3.75,5.0,15,40,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1076,22.0,2,2.75,0.3,5,5,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
1077,30.0,4,5.0,2.25,30,8,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1078,22.0,4,5.0,0.3,60,5,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1079,22.0,4,1.25,1.25,15,15,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1080,22.0,1,0.75,0.3,10,2,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
1081,40.0,4,0.3,0.75,5,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1082,40.0,2,0.75,2.25,5,10,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1083,30.0,1,0.3,0.3,10,5,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1084,22.0,1,1.25,0.3,10,5,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1085,22.0,4,0.3,0.3,3,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1086,30.0,4,4.25,5.0,10,60,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1087,22.0,1,1.25,0.75,20,10,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1088,22.0,1,0.75,0.75,10,10,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1089,30.0,1,1.25,0.3,15,5,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1090,22.0,4,0.75,0.3,10,5,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1091,22.0,4,5.0,2.75,35,15,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1092,30.0,4,1.25,0.75,15,10,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
