ID,USE,ACCESS_TIME,AD,ED,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,AGE,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
367,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
368,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
369,4,5.399999999999999,1.0799999999999998,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
370,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,65.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
371,3,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
372,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
373,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,0,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
374,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
375,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
376,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
377,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
378,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
379,3,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
380,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
381,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
382,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
383,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
384,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,65.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
385,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
386,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
387,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
388,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
389,1,10.68,2.136,0.21599999999999997,1.0799999999999998,1,0,0,0,1,22.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
390,4,7.199999999999999,1.44,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
391,3,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
392,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
393,1,1.7999999999999998,0.36,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
394,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
395,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,30.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
396,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
397,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
398,2,0.35999999999999993,0.072,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
399,4,3.5999999999999996,0.72,3.92,19.599999999999998,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
400,3,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
401,3,1.4399999999999997,0.288,0.504,2.52,0,0,1,0,1,40.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
402,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
403,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,1,40.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
404,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
405,4,1.4399999999999997,0.288,0.504,2.52,0,0,0,1,1,40.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
406,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
407,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
408,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,1,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
409,4,7.199999999999999,1.44,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
410,4,1.4399999999999997,0.288,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
411,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
412,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
413,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
414,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
415,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,1,40.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
416,3,7.199999999999999,1.44,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
417,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
418,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
419,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
420,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
421,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,30.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
422,4,1.0799999999999998,0.21599999999999997,0.072,0.35999999999999993,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
423,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
424,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
425,3,3.5999999999999996,0.72,0.8639999999999999,4.319999999999999,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
426,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,1,54.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
427,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
428,3,2.52,0.504,0.072,0.35999999999999993,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
429,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,65.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
430,1,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,1,0,0,0,1,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
431,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
432,3,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,1,22.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
433,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
434,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
435,4,1.0799999999999998,0.21599999999999997,0.21599999999999997,1.0799999999999998,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
436,4,0.7199999999999999,0.144,0.072,0.35999999999999993,0,0,0,1,1,30.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
437,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
438,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
439,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
440,1,5.399999999999999,1.0799999999999998,0.21599999999999997,1.0799999999999998,1,0,0,0,0,22.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
441,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
442,4,19.599999999999998,3.92,0.144,0.7199999999999999,0,0,0,1,0,30.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
443,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
444,4,2.1599999999999997,0.43199999999999994,0.72,3.5999999999999996,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
445,2,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
446,3,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,1,0,0,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
447,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,22.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
448,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
449,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
450,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
451,4,0.7199999999999999,0.144,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
452,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
453,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
454,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,30.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
455,3,4.319999999999999,0.8639999999999999,1.0799999999999998,5.399999999999999,0,0,1,0,0,30.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
456,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
457,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
458,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
459,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,0,22.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
460,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
461,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
462,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,0,30.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
463,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
464,3,3.5999999999999996,0.72,1.7999999999999998,8.999999999999998,0,0,1,0,0,30.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
465,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
466,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
467,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
468,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
469,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,40.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
470,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
471,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,1,40.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
472,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
473,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,40.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
474,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
475,3,2.8799999999999994,0.576,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
476,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
477,3,5.0,1.0,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
478,4,26.7,5.34,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
479,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
480,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
481,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
482,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
483,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,0,22.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
484,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
485,1,1.7999999999999998,0.36,1.44,7.199999999999999,1,0,0,0,1,22.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
486,3,0.7199999999999999,0.144,1.568,7.84,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
487,4,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,0,1,0,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
488,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,65.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
489,2,1.7999999999999998,0.36,0.504,2.52,0,1,0,0,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
490,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
491,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
492,4,4.68,0.9359999999999999,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
493,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
494,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,1,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
495,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
496,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
497,1,5.399999999999999,1.0799999999999998,0.072,0.35999999999999993,1,0,0,0,0,22.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
498,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
499,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
500,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,0,40.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
501,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
502,3,12.0,2.4000000000000004,0.288,1.4399999999999997,0,0,1,0,1,22.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
503,4,0.7199999999999999,0.144,0.43199999999999994,2.1599999999999997,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
504,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,40.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
505,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
506,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
507,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
508,3,7.199999999999999,1.44,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
509,3,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
510,3,3.5999999999999996,0.72,1.44,7.199999999999999,0,0,1,0,1,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
511,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
512,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
513,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
514,1,7.199999999999999,1.44,0.72,3.5999999999999996,1,0,0,0,0,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
515,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
516,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
517,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
518,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,30.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
519,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,1,30.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
520,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
521,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
522,1,19.599999999999998,3.92,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
523,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
524,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,54.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
525,4,7.199999999999999,1.44,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
526,1,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,1,0,0,0,0,22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
527,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
528,1,2.8799999999999994,0.576,0.288,1.4399999999999997,1,0,0,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
529,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
530,3,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,1,0,1,40.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
531,3,7.199999999999999,1.44,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
532,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
533,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
534,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
535,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
536,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
537,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
538,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
539,1,0.7199999999999999,0.144,0.36,1.7999999999999998,1,0,0,0,1,54.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
540,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
541,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
542,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,65.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
543,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,40.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
544,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,0,22.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
545,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
546,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,0,30.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
547,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,30.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
548,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
549,4,3.5999999999999996,0.72,0.072,0.35999999999999993,0,0,0,1,1,54.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
550,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
551,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
552,2,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,1,0,0,0,22.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
553,3,10.0,2.0,0.144,0.7199999999999999,0,0,1,0,0,22.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
554,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
555,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
