ID,USE,ACCESS_TIME,AD,ED,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,AGE,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
177,4,1.0799999999999998,0.21599999999999997,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
178,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
179,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
180,2,1.7999999999999998,0.36,0.144,0.7199999999999999,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
181,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
182,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,0,30.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
183,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,1,54.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
184,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,0,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
185,3,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
186,2,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
187,4,2.52,0.504,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
188,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
189,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
190,4,3.5999999999999996,0.72,0.43199999999999994,2.1599999999999997,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
191,2,4.319999999999999,0.8639999999999999,0.72,3.5999999999999996,0,1,0,0,0,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
192,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
193,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
194,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
195,2,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
196,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
197,4,0.7199999999999999,0.144,1.44,7.199999999999999,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
198,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
199,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
200,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
201,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,40.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
202,4,2.52,0.504,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
203,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
204,4,1.7999999999999998,0.36,0.072,0.35999999999999993,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
205,4,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
206,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
207,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
208,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
209,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
210,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
211,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
212,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
213,4,3.5999999999999996,0.72,0.288,1.4399999999999997,0,0,0,1,1,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
214,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
215,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
216,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
217,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
218,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
219,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
220,3,1.0799999999999998,0.21599999999999997,0.144,0.7199999999999999,0,0,1,0,1,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
221,1,6.119999999999999,1.224,0.36,1.7999999999999998,1,0,0,0,1,40.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
222,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
223,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
224,2,1.7999999999999998,0.36,1.44,7.199999999999999,0,1,0,0,0,22.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
225,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,1,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
226,4,0.7199999999999999,0.144,0.072,0.35999999999999993,0,0,0,1,1,30.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
227,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
228,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
229,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
230,4,5.399999999999999,1.0799999999999998,0.504,2.52,0,0,0,1,0,40.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
231,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
232,2,5.399999999999999,1.0799999999999998,5.34,26.7,0,1,0,0,1,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
233,4,0.7199999999999999,0.144,1.7999999999999998,8.999999999999998,0,0,0,1,1,30.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
234,2,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
235,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
236,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
237,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
238,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
239,2,3.5999999999999996,0.72,1.224,6.119999999999999,0,1,0,0,1,22.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
240,4,1.0799999999999998,0.21599999999999997,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
241,1,2.52,0.504,0.144,0.7199999999999999,1,0,0,0,0,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
242,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
243,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
244,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
245,1,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
246,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
247,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
248,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
249,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
250,4,11.760000000000002,2.3520000000000003,0.36,1.7999999999999998,0,0,0,1,0,40.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
251,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
252,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
253,3,6.119999999999999,1.224,1.44,7.199999999999999,0,0,1,0,1,22.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
254,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
255,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,54.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
256,4,2.52,0.504,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
257,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
258,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
259,2,1.7999999999999998,0.36,1.44,7.199999999999999,0,1,0,0,0,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
260,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
261,4,19.599999999999998,3.92,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
262,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
263,3,5.399999999999999,1.0799999999999998,0.8639999999999999,4.319999999999999,0,0,1,0,0,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
264,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
265,2,0.7199999999999999,0.144,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
266,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
267,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
268,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,40.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
269,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
270,3,1.7999999999999998,0.36,2.67,13.35,0,0,1,0,0,22.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
271,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
272,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
273,4,2.52,0.504,0.144,0.7199999999999999,0,0,0,1,1,30.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
274,2,3.5999999999999996,0.72,1.44,7.199999999999999,0,1,0,0,1,22.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
275,3,6.119999999999999,1.224,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
276,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,1,40.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
277,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
278,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,54.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
279,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,40.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
280,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
281,2,0.7199999999999999,0.144,0.36,1.7999999999999998,0,1,0,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
282,1,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,1,0,0,0,1,22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
283,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
284,3,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
285,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
286,1,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,1,0,0,0,1,22.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
287,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
288,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
289,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
290,3,4.68,0.9359999999999999,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
291,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
292,3,13.35,2.67,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
293,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
294,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
295,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,40.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
296,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,40.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
297,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,1,54.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
298,3,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
299,2,0.7199999999999999,0.144,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
300,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
301,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
302,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
303,3,0.7199999999999999,0.144,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
304,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
305,3,5.399999999999999,1.0799999999999998,1.656,8.28,0,0,1,0,0,40.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
306,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,1,40.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
307,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
308,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,0,40.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
309,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
310,1,0.7199999999999999,0.144,0.36,1.7999999999999998,1,0,0,0,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
311,1,7.199999999999999,1.44,0.72,3.5999999999999996,1,0,0,0,0,22.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
312,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
313,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
314,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
315,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
316,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
317,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
318,1,7.199999999999999,1.44,0.36,1.7999999999999998,1,0,0,0,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
319,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
320,3,3.5999999999999996,0.72,1.44,7.199999999999999,0,0,1,0,1,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
321,2,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,1,0,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
322,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
323,3,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,0,1,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
324,4,4.319999999999999,0.8639999999999999,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
325,3,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,1,40.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
326,1,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
327,4,7.199999999999999,1.44,1.7999999999999998,8.999999999999998,0,0,0,1,1,22.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
328,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
329,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
330,2,19.599999999999998,3.92,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
331,1,7.199999999999999,1.44,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
332,4,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,0,0,0,1,1,40.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
333,3,6.119999999999999,1.224,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
334,4,2.52,0.504,0.72,3.5999999999999996,0,0,0,1,1,54.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
335,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
336,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
337,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
338,2,7.199999999999999,1.44,0.72,3.5999999999999996,0,1,0,0,0,22.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
339,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,1,54.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
340,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
341,3,5.399999999999999,1.0799999999999998,0.21599999999999997,1.0799999999999998,0,0,1,0,1,54.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
342,1,1.7999999999999998,0.36,0.144,0.7199999999999999,1,0,0,0,0,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
343,3,0.7199999999999999,0.144,1.44,7.199999999999999,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
344,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
345,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
346,4,7.199999999999999,1.44,0.504,2.52,0,0,0,1,0,22.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
347,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
348,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
349,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,1,40.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
350,2,3.92,0.784,0.36,1.7999999999999998,0,1,0,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
351,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
352,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
353,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
354,4,5.399999999999999,1.0799999999999998,1.3679999999999999,6.839999999999999,0,0,0,1,0,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
355,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
356,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
357,3,2.52,0.504,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
358,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,1,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
359,4,2.1599999999999997,0.43199999999999994,0.21599999999999997,1.0799999999999998,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
360,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
361,4,0.7199999999999999,0.144,3.92,19.599999999999998,0,0,0,1,0,30.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
362,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
363,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
364,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
365,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,40.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
366,4,0.7199999999999999,0.144,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
