,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,CYCLE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS
21,30.0,1,3.5999999999999996,0.5,0.5,1.4399999999999997,1,0,0,1,0,0,1,0,1,15,1,0
25,22.0,4,6.0,2.75,0.5,0.7199999999999999,0,0,1,0,0,1,1,0,1,15,1,0
32,22.0,1,0.7199999999999999,0.5,0.5,1.7999999999999998,1,0,0,1,0,1,1,0,1,15,1,0
34,40.0,4,39.199999999999996,1.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
37,40.0,4,19.599999999999998,1.75,0.5,2.1599999999999997,0,0,1,0,0,0,1,0,1,15,1,0
41,54.0,4,10.0,3.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,1,0
43,22.0,4,33.349999999999994,5.0,0.5,0.7199999999999999,0,0,1,0,1,1,1,0,1,15,1,0
46,30.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
50,22.0,1,33.349999999999994,2.75,0.75,7.199999999999999,1,0,0,0,0,0,1,0,1,15,1,0
51,54.0,4,31.36,1.75,0.75,1.7999999999999998,0,0,1,0,1,1,1,0,1,15,1,0
52,30.0,1,39.199999999999996,2.75,0.5,1.7999999999999998,1,0,0,1,0,1,1,0,1,15,1,0
53,40.0,4,50.025,2.75,0.5,1.0799999999999998,0,0,1,0,0,0,1,0,1,15,1,0
55,22.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,0,0,0,1,0,1,15,1,0
59,40.0,1,20.0,4.25,0.5,3.5999999999999996,1,0,0,1,1,0,1,0,1,15,1,0
66,22.0,2,1.7999999999999998,0.5,0.75,23.520000000000003,0,1,0,0,1,0,1,0,1,15,1,1
73,30.0,4,5.399999999999999,1.75,3.75,58.8,0,0,1,1,0,1,1,0,1,15,1,0
78,30.0,2,1.0799999999999998,0.5,0.5,3.5999999999999996,0,1,0,0,0,0,1,0,1,15,1,0
80,54.0,4,7.199999999999999,1.75,0.75,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,1,0
84,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,1,0
89,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,0,15,1,0
94,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,15,1,0
99,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,1,1,1,0,0,15,1,0
107,30.0,4,15.0,3.75,3.75,58.8,0,0,1,1,0,1,1,0,1,15,1,0
108,30.0,4,3.5999999999999996,0.75,1.75,7.199999999999999,0,0,1,1,0,1,1,0,1,15,1,0
109,30.0,2,7.199999999999999,1.75,0.75,3.5999999999999996,0,1,0,1,0,1,1,0,1,15,1,0
110,22.0,4,1.7999999999999998,0.5,0.75,5.399999999999999,0,0,1,1,0,0,1,0,0,15,1,0
111,22.0,1,15.0,3.25,0.5,1.7999999999999998,1,0,0,0,0,0,1,0,1,15,1,0
113,30.0,4,1.7999999999999998,0.5,0.5,2.52,0,0,1,1,0,0,1,0,0,15,1,0
114,30.0,2,66.64,4.75,0.5,2.1599999999999997,0,1,0,1,1,0,1,0,1,15,1,0
115,22.0,4,40.05,4.25,0.5,2.52,0,0,1,1,0,0,1,0,1,15,1,0
116,30.0,4,66.75,2.25,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,15,1,0
117,22.0,4,7.199999999999999,1.25,1.25,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,1,0
119,30.0,2,3.5999999999999996,0.75,0.5,1.0799999999999998,0,1,0,1,1,0,1,0,1,15,1,0
120,22.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,1,1,1,1,0,1,15,1,0
122,40.0,4,0.7199999999999999,0.5,0.5,1.0799999999999998,0,0,1,0,0,0,1,0,1,15,1,0
123,22.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,0,0,1,1,0,1,15,1,0
124,30.0,4,1.7999999999999998,0.5,1.75,5.399999999999999,0,0,1,1,0,0,1,0,0,15,1,0
125,40.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,1,0,1,0,1,15,1,0
127,30.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,1,0
128,22.0,4,16.674999999999997,1.75,2.75,26.7,0,0,1,0,0,0,1,0,0,15,1,0
130,22.0,1,1.7999999999999998,0.5,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,15,1,0
131,22.0,2,7.199999999999999,1.25,1.75,53.4,0,1,0,1,0,0,1,0,1,15,1,0
133,22.0,1,13.35,2.25,5.0,40.05,1,0,0,0,1,0,1,0,1,15,1,0
134,40.0,4,58.8,1.75,1.25,58.8,0,0,1,1,1,0,1,0,1,15,1,0
135,22.0,1,6.67,1.25,0.5,0.7199999999999999,1,0,0,0,1,0,1,0,1,15,1,0
138,22.0,4,3.5999999999999996,0.5,1.75,15.0,0,0,1,0,0,0,1,0,1,15,1,0
139,22.0,4,2.52,0.5,0.5,2.52,0,0,1,1,0,0,1,0,1,15,1,0
141,22.0,4,1.0799999999999998,0.5,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,1,15,1,0
143,22.0,4,40.05,4.25,2.25,26.7,0,0,1,0,0,0,1,0,1,15,1,0
145,22.0,4,5.399999999999999,1.25,1.25,5.399999999999999,0,0,1,1,0,1,1,0,1,15,1,0
148,54.0,4,1.7999999999999998,0.5,0.75,5.399999999999999,0,0,1,0,1,0,1,0,1,15,1,0
149,22.0,4,2.52,0.75,1.25,5.399999999999999,0,0,1,1,1,1,1,0,1,15,1,0
151,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,1,1,1,0,1,15,1,0
152,22.0,2,50.025,2.25,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,15,1,0
153,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,1,0
157,22.0,4,5.399999999999999,1.75,0.5,1.0799999999999998,0,0,1,1,0,1,1,0,1,15,1,0
158,54.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,1,15,1,0
160,22.0,4,39.199999999999996,1.25,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,1,0
162,54.0,4,40.05,1.25,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,15,1,0
163,22.0,4,2.52,0.5,2.25,26.7,0,0,1,1,0,0,1,0,1,15,1,0
164,40.0,4,13.35,0.75,0.5,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,1,0
168,30.0,1,5.0,0.5,0.5,13.35,1,0,0,1,1,1,1,0,1,15,1,0
172,30.0,4,10.0,2.25,0.5,1.4399999999999997,0,0,1,0,0,1,1,0,1,15,1,0
173,22.0,4,39.199999999999996,1.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,15,1,0
178,40.0,4,58.8,5.0,0.5,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,1,0
183,40.0,4,1.7999999999999998,0.75,0.75,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
184,30.0,4,13.35,1.25,0.75,5.399999999999999,0,0,1,0,0,0,1,0,1,15,1,0
191,30.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,15,1,0
195,30.0,2,5.0,0.75,1.25,5.399999999999999,0,1,0,1,0,0,1,0,1,15,1,0
198,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,1,0,1,0,1,15,1,0
199,22.0,2,2.52,0.5,0.5,1.4399999999999997,0,1,0,0,1,0,1,0,1,15,1,0
200,30.0,4,19.599999999999998,1.75,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,1,15,1,0
201,22.0,4,2.52,0.75,0.5,1.4399999999999997,0,0,1,0,0,1,1,0,1,15,1,0
202,30.0,1,3.5999999999999996,0.5,0.5,1.7999999999999998,1,0,0,1,0,1,1,0,1,15,1,0
204,22.0,1,3.5999999999999996,0.75,2.25,13.35,1,0,0,0,0,1,1,0,1,15,1,0
205,30.0,4,5.399999999999999,1.25,2.25,5.399999999999999,0,0,1,0,0,1,1,0,0,15,1,0
207,30.0,4,5.399999999999999,1.25,0.5,1.7999999999999998,0,0,1,1,1,1,1,0,1,15,1,0
208,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,0,1,1,0,1,15,1,0
209,22.0,4,39.199999999999996,2.75,1.25,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,1,0
210,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,0,1,1,0,0,15,1,0
211,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,0,15,1,0
212,22.0,4,53.4,1.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,15,1,0
213,30.0,4,47.040000000000006,3.75,1.25,5.399999999999999,0,0,1,1,0,1,1,0,1,15,1,0
214,30.0,1,78.39999999999999,3.75,0.5,1.7999999999999998,1,0,0,0,0,1,1,0,1,15,1,0
215,22.0,4,15.0,3.75,0.5,1.4399999999999997,0,0,1,0,0,1,1,0,1,15,1,0
218,22.0,4,39.199999999999996,1.75,1.75,26.7,0,0,1,0,1,1,1,0,1,15,1,0
221,30.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,0,0,1,1,0,1,15,1,0
227,54.0,4,19.599999999999998,0.75,5.0,93.38000000000001,0,0,1,1,1,1,1,0,1,15,1,0
231,30.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,0,15,1,0
232,22.0,4,7.199999999999999,2.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,15,1,0
235,30.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,0,15,1,0
239,40.0,1,5.399999999999999,1.25,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,15,1,0
243,30.0,4,1.0799999999999998,0.5,0.5,0.7199999999999999,0,0,1,0,0,1,1,0,1,15,1,1
250,22.0,2,2.52,0.75,1.25,10.0,0,1,0,0,0,1,1,0,0,15,1,0
254,30.0,2,19.599999999999998,1.75,0.5,1.7999999999999998,0,1,0,1,0,1,1,0,1,15,1,0
255,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
256,40.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,1,0
257,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,15,1,0
258,40.0,4,2.52,0.75,1.25,3.5999999999999996,0,0,1,0,1,0,1,0,1,15,1,0
259,22.0,2,33.349999999999994,3.25,2.75,50.025,0,1,0,0,1,1,1,0,0,15,1,0
260,30.0,2,19.599999999999998,0.75,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,15,1,0
261,22.0,4,0.7199999999999999,0.5,0.75,5.399999999999999,0,0,1,0,0,1,1,0,0,15,1,0
262,30.0,4,2.52,0.5,1.25,18.69,0,0,1,0,0,0,1,0,1,15,1,0
263,40.0,4,2.52,0.75,1.25,10.0,0,0,1,0,1,0,1,0,1,15,1,0
264,22.0,1,1.0799999999999998,0.5,0.5,2.8799999999999994,1,0,0,0,0,0,1,0,0,15,1,0
265,54.0,4,33.349999999999994,1.75,3.25,40.05,0,0,1,0,0,0,1,0,1,15,1,0
266,22.0,2,39.199999999999996,3.25,1.75,26.7,0,1,0,0,1,1,1,0,1,15,1,0
267,40.0,4,19.599999999999998,0.75,0.5,1.7999999999999998,0,0,1,0,1,1,1,0,1,15,1,0
268,30.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,0,15,1,0
269,22.0,4,3.5999999999999996,0.75,1.25,18.69,0,0,1,1,0,0,1,0,0,15,1,0
270,54.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,15,1,0
272,22.0,2,98.0,3.75,1.75,58.8,0,1,0,0,0,1,1,0,1,15,1,0
275,30.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,0,0,1,0,0,15,1,0
276,22.0,4,21.36,1.25,0.75,2.52,0,0,1,0,0,0,1,0,0,15,1,0
277,40.0,2,0.7199999999999999,0.5,0.5,1.7999999999999998,0,1,0,1,1,1,1,0,1,15,1,0
280,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,15,1,0
281,22.0,4,39.199999999999996,2.75,0.5,1.0799999999999998,0,0,1,0,0,0,1,0,1,15,1,0
284,22.0,2,7.0,0.75,0.75,1.7999999999999998,0,1,0,0,1,0,1,0,1,15,1,0
285,40.0,4,2.52,0.5,0.5,2.8799999999999994,0,0,1,0,0,0,1,0,1,15,1,0
287,30.0,4,1.4399999999999997,0.5,0.5,2.8799999999999994,0,0,1,0,0,0,1,0,1,15,1,0
289,22.0,4,2.52,0.75,0.5,1.0799999999999998,0,0,1,0,0,0,1,0,1,15,1,0
291,22.0,1,66.69999999999999,5.0,5.0,66.69999999999999,1,0,0,0,0,1,1,0,1,15,1,0
292,30.0,2,2.52,0.75,0.75,2.1599999999999997,0,1,0,0,1,0,1,0,1,15,1,0
293,22.0,4,15.0,2.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
294,30.0,2,13.0,3.75,5.0,15.0,0,1,0,0,0,0,1,0,0,15,1,0
295,22.0,4,2.52,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,1,0
297,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,1,0,1,0,1,15,1,0
298,22.0,2,39.199999999999996,0.75,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,15,1,0
299,22.0,2,3.5999999999999996,0.75,0.75,3.5999999999999996,0,1,0,0,0,1,1,0,0,15,1,0
300,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,15,1,0
301,30.0,4,19.599999999999998,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,1,0
304,30.0,2,19.599999999999998,0.75,0.75,1.0799999999999998,0,1,0,0,1,0,1,0,1,15,1,0
306,22.0,4,2.1599999999999997,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,15,1,0
308,22.0,4,1.7999999999999998,0.5,0.5,2.52,0,0,1,0,0,0,1,0,1,15,1,0
309,22.0,2,1.7999999999999998,0.5,0.75,2.1599999999999997,0,1,0,1,0,0,1,0,1,15,1,0
310,22.0,4,7.199999999999999,1.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,1,0
312,22.0,4,1.0799999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
316,22.0,4,0.7199999999999999,0.5,3.25,26.7,0,0,1,0,0,0,1,0,0,15,1,0
324,40.0,4,2.52,0.5,0.75,2.8799999999999994,0,0,1,0,1,0,1,0,1,15,1,0
327,30.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,0,15,1,0
328,30.0,4,3.5999999999999996,1.25,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,1,0
329,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,0,15,1,0
330,30.0,2,1.7999999999999998,0.5,0.75,5.399999999999999,0,1,0,1,1,0,1,0,1,15,1,0
331,22.0,2,1.7999999999999998,0.5,0.5,3.5999999999999996,0,1,0,1,0,0,1,0,1,15,1,0
333,22.0,2,3.5999999999999996,0.5,0.5,0.7199999999999999,0,1,0,1,0,0,1,0,1,15,1,0
334,30.0,2,13.35,1.25,0.5,1.7999999999999998,0,1,0,1,1,0,1,0,1,15,1,0
335,54.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,1,0
336,30.0,4,3.5999999999999996,0.75,0.5,1.4399999999999997,0,0,1,1,1,0,1,0,1,15,1,0
337,54.0,4,5.0,0.75,0.5,3.5999999999999996,0,0,1,1,0,0,1,0,1,15,1,0
338,22.0,4,98.0,5.0,0.75,1.7999999999999998,0,0,1,1,1,0,1,0,1,15,1,0
339,22.0,1,1.7999999999999998,0.5,0.75,2.52,1,0,0,0,0,0,1,0,1,15,1,0
340,22.0,4,98.0,5.0,0.5,1.4399999999999997,0,0,1,1,0,0,1,0,1,15,1,0
341,22.0,4,0.7199999999999999,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,15,1,0
342,22.0,4,39.199999999999996,1.75,3.75,26.7,0,0,1,0,1,0,1,0,1,15,1,0
343,40.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,1,1,1,0,1,15,1,0
344,40.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,0,15,1,0
345,22.0,4,1.0799999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,1,15,1,0
346,22.0,2,5.399999999999999,1.25,0.75,3.5999999999999996,0,1,0,0,0,0,1,0,1,15,1,0
348,40.0,1,39.199999999999996,3.75,0.5,1.7999999999999998,1,0,0,1,1,1,1,0,1,15,1,0
349,40.0,4,1.0799999999999998,0.5,0.5,1.4399999999999997,0,0,1,0,0,0,1,0,1,15,1,0
353,22.0,2,1.0799999999999998,0.5,0.5,0.7199999999999999,0,1,0,0,0,0,1,0,1,15,1,0
354,22.0,2,40.05,1.25,0.5,2.8799999999999994,0,1,0,0,0,0,1,0,1,15,1,0
355,54.0,4,13.35,0.5,0.75,2.8799999999999994,0,0,1,0,0,0,1,0,1,15,1,0
356,30.0,2,2.8799999999999994,0.75,3.75,10.0,0,1,0,1,0,0,1,0,1,15,1,0
357,22.0,2,3.5999999999999996,0.75,2.75,15.0,0,1,0,0,1,0,1,0,1,15,1,0
358,22.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,0,15,1,0
360,22.0,4,0.7199999999999999,0.5,1.75,21.36,0,0,1,0,1,0,1,0,1,15,1,0
361,40.0,1,1.7999999999999998,0.5,0.5,0.35999999999999993,1,0,0,1,0,1,1,0,1,15,1,0
362,22.0,2,4.68,0.75,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,15,1,0
363,30.0,1,5.399999999999999,0.75,0.5,1.0799999999999998,1,0,0,0,1,0,1,0,1,15,1,0
365,30.0,4,1.0799999999999998,0.5,0.75,2.1599999999999997,0,0,1,1,0,1,1,0,1,15,1,0
367,22.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,15,1,0
368,30.0,1,33.349999999999994,1.25,0.5,1.7999999999999998,1,0,0,1,0,1,1,0,1,15,1,0
369,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,0,15,1,0
370,30.0,4,0.7199999999999999,0.5,0.5,1.0799999999999998,0,0,1,1,0,1,1,0,1,15,1,0
373,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,1,0
374,22.0,4,5.399999999999999,1.25,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,0,15,1,0
376,22.0,2,8.999999999999998,1.75,0.5,0.7199999999999999,0,1,0,0,0,1,1,0,1,15,1,1
377,22.0,4,1.0799999999999998,0.5,0.75,2.52,0,0,1,0,0,0,1,0,0,15,1,0
387,22.0,4,1.7999999999999998,0.5,0.5,2.0,0,0,1,1,0,1,1,0,0,15,1,0
393,22.0,2,39.199999999999996,1.75,0.5,1.7999999999999998,0,1,0,0,0,1,1,0,0,15,1,0
395,30.0,4,0.7199999999999999,0.5,0.5,3.5999999999999996,0,0,1,1,0,1,1,0,0,15,1,0
398,22.0,2,5.0,1.25,0.75,3.5999999999999996,0,1,0,1,0,0,1,0,1,15,1,0
399,22.0,2,5.399999999999999,1.25,1.25,5.399999999999999,0,1,0,0,0,0,1,0,1,15,1,0
400,22.0,4,2.52,0.75,0.5,1.0799999999999998,0,0,1,1,0,0,1,0,1,15,1,0
401,22.0,2,7.199999999999999,1.75,0.5,0.7199999999999999,0,1,0,1,0,0,1,0,1,15,1,0
402,22.0,4,58.8,5.0,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,15,1,0
403,40.0,4,15.0,5.0,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,1,0
404,30.0,4,58.8,3.75,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,15,1,0
405,22.0,4,78.39999999999999,5.0,4.25,40.05,0,0,1,1,0,0,1,0,1,15,1,0
406,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
407,22.0,4,1.7999999999999998,0.5,0.75,1.7999999999999998,0,0,1,1,0,0,1,0,1,15,1,0
408,30.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,1,0,1,1,0,1,15,1,0
410,22.0,2,19.599999999999998,2.75,0.5,1.7999999999999998,0,1,0,1,1,1,1,0,1,15,1,0
413,22.0,4,5.399999999999999,1.25,1.25,5.399999999999999,0,0,1,1,1,1,1,0,1,15,1,0
414,22.0,1,39.199999999999996,0.75,0.5,0.7199999999999999,1,0,0,0,1,1,1,0,1,15,1,0
415,40.0,4,1.7999999999999998,0.5,0.75,1.7999999999999998,0,0,1,0,0,0,1,0,1,15,1,0
416,40.0,2,5.0,0.75,2.25,10.0,0,1,0,1,1,0,1,0,1,15,1,0
417,30.0,1,3.5999999999999996,0.5,0.5,1.7999999999999998,1,0,0,1,1,1,1,0,1,15,1,0
418,22.0,1,39.199999999999996,1.25,0.5,1.7999999999999998,1,0,0,0,0,1,1,0,1,15,1,0
419,22.0,4,1.0799999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,15,1,0
