,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,CYCLE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS
164,22.0,2,15.0,4.75,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,5,1,0
166,22.0,4,5.399999999999999,1.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
167,30.0,1,1.7999999999999998,0.5,1.25,18.69,1,0,0,1,0,0,1,0,1,5,1,0
168,22.0,2,1.7999999999999998,0.5,0.5,1.4399999999999997,0,1,0,1,1,0,1,0,1,5,1,0
169,54.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,1,5,1,0
171,22.0,4,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,1,1,0,1,1,0,1,5,1,0
172,22.0,2,3.5999999999999996,0.75,1.25,4.68,0,1,0,0,0,0,1,0,0,5,1,0
173,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,1,0
174,30.0,4,1.0799999999999998,0.5,0.5,0.7199999999999999,0,0,1,1,0,1,1,0,0,5,1,0
175,22.0,4,2.52,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,5,1,0
176,22.0,2,1.7999999999999998,0.5,3.25,20.0,0,1,0,0,0,0,1,0,1,5,1,0
180,22.0,2,1.7999999999999998,0.5,0.75,2.1599999999999997,0,1,0,1,0,0,1,0,0,5,1,0
183,22.0,4,2.8799999999999994,0.75,1.25,5.399999999999999,0,0,1,0,1,0,1,0,1,5,1,0
185,22.0,4,25.0,5.0,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,5,1,0
191,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
192,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,1,1,1,0,1,5,1,0
194,40.0,4,78.39999999999999,4.75,2.25,33.349999999999994,0,0,1,1,1,1,1,0,1,5,1,0
195,22.0,4,2.1599999999999997,0.5,0.75,2.52,0,0,1,0,1,1,1,0,1,5,1,0
196,54.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,0,5,1,0
197,30.0,4,3.5999999999999996,1.25,1.25,3.5999999999999996,0,0,1,1,0,1,1,0,1,5,1,0
200,22.0,1,39.199999999999996,3.25,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,5,1,0
204,54.0,1,19.599999999999998,1.25,0.5,1.7999999999999998,1,0,0,0,1,1,1,0,1,5,1,0
206,22.0,4,21.36,1.75,0.5,3.5999999999999996,0,0,1,0,0,1,1,0,1,5,1,0
216,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,5,1,0
218,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
221,30.0,4,5.399999999999999,0.75,0.75,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
223,22.0,1,1.7999999999999998,0.5,0.5,0.7199999999999999,1,0,0,0,1,1,1,0,1,5,1,0
228,30.0,4,1.7999999999999998,0.75,1.75,5.399999999999999,0,0,1,0,0,1,1,0,1,5,1,0
233,30.0,2,1.7999999999999998,0.5,0.5,0.7199999999999999,0,1,0,1,0,1,1,0,1,5,1,0
234,30.0,1,3.5999999999999996,0.75,0.75,1.7999999999999998,1,0,0,1,0,1,1,0,0,5,1,0
235,30.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,0,5,1,0
236,40.0,1,33.349999999999994,2.75,0.5,1.0799999999999998,1,0,0,1,1,1,1,0,1,5,1,0
238,22.0,2,3.5999999999999996,0.75,4.75,66.69999999999999,0,1,0,1,0,1,1,0,1,5,1,0
239,30.0,2,2.8799999999999994,0.75,0.5,0.7199999999999999,0,1,0,1,0,1,1,0,1,5,1,0
241,22.0,4,19.599999999999998,1.25,0.5,2.52,0,0,1,0,0,1,1,0,1,5,1,0
242,30.0,4,1.7999999999999998,0.5,2.25,13.35,0,0,1,1,1,1,1,0,1,5,1,0
243,30.0,4,0.7199999999999999,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,5,1,0
245,30.0,4,1.0799999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,5,1,0
247,40.0,1,10.0,2.25,0.5,1.7999999999999998,1,0,0,1,1,1,1,0,1,5,1,0
249,22.0,1,32.04,1.25,0.5,1.0799999999999998,1,0,0,1,1,0,1,0,1,5,1,0
250,22.0,4,58.8,5.0,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,5,1,0
252,40.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
256,22.0,4,58.8,4.75,2.25,58.8,0,0,1,1,1,1,1,0,1,5,1,0
257,22.0,4,66.69999999999999,4.75,0.5,2.52,0,0,1,0,0,0,1,0,1,5,1,0
259,22.0,2,78.39999999999999,2.75,0.5,1.7999999999999998,0,1,0,0,0,1,1,0,1,5,1,0
262,22.0,1,5.399999999999999,0.5,0.5,2.8799999999999994,1,0,0,0,0,0,1,0,0,5,1,0
264,30.0,1,58.8,2.75,0.5,3.5999999999999996,1,0,0,1,0,1,1,0,1,5,1,0
268,22.0,1,3.5999999999999996,0.5,0.5,3.5999999999999996,1,0,0,0,1,1,1,0,1,5,1,0
270,30.0,4,2.1599999999999997,0.5,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
272,30.0,4,1.7999999999999998,0.75,2.25,26.7,0,0,1,0,0,1,1,0,1,5,1,0
276,40.0,4,3.5999999999999996,0.75,1.25,5.399999999999999,0,0,1,1,1,1,1,0,1,5,1,0
277,40.0,4,3.5999999999999996,1.25,0.5,3.5999999999999996,0,0,1,0,0,1,1,0,1,5,1,1
283,22.0,4,58.8,1.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,0,5,1,0
284,22.0,4,19.599999999999998,1.25,0.5,2.1599999999999997,0,0,1,0,0,1,1,0,1,5,1,0
285,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,0,5,1,0
287,22.0,4,1.7999999999999998,0.5,0.5,1.0799999999999998,0,0,1,0,0,1,1,0,1,5,1,0
292,22.0,1,3.5999999999999996,0.75,1.25,5.399999999999999,1,0,0,0,0,1,1,0,0,5,1,0
295,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,0,0,1,1,0,0,5,1,0
298,30.0,1,39.199999999999996,3.25,1.25,5.399999999999999,1,0,0,0,0,1,1,0,0,5,1,0
301,22.0,4,3.5999999999999996,0.75,3.25,53.4,0,0,1,1,0,0,1,0,1,5,1,0
302,22.0,2,3.5999999999999996,0.75,1.25,4.68,0,1,0,1,0,0,1,0,0,5,1,0
304,22.0,4,39.199999999999996,2.25,0.75,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,1,0
305,22.0,2,1.7999999999999998,0.5,1.75,5.399999999999999,0,1,0,0,0,0,1,0,1,5,1,0
306,30.0,4,2.52,0.5,2.25,10.68,0,0,1,1,0,0,1,0,1,5,1,0
307,22.0,4,1.7999999999999998,0.75,0.5,1.7999999999999998,0,0,1,0,1,0,1,0,1,5,1,0
311,30.0,4,1.7999999999999998,0.5,0.75,2.52,0,0,1,1,0,0,1,0,1,5,1,0
314,22.0,4,0.7199999999999999,0.5,0.5,3.5999999999999996,0,0,1,0,0,0,1,0,0,5,1,0
316,30.0,4,1.7999999999999998,0.5,1.25,5.399999999999999,0,0,1,1,0,0,1,0,0,5,1,0
320,22.0,2,10.0,3.25,0.75,2.52,0,1,0,0,1,0,1,0,1,5,1,0
323,22.0,2,1.7999999999999998,0.5,1.75,3.0,0,1,0,0,0,0,1,0,1,5,1,0
324,22.0,4,1.7999999999999998,0.5,0.75,2.8799999999999994,0,0,1,1,0,0,1,0,1,5,1,0
325,54.0,4,3.5999999999999996,0.5,0.5,2.8799999999999994,0,0,1,0,0,0,1,0,0,5,1,0
326,22.0,2,2.8799999999999994,0.75,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,5,1,0
329,22.0,2,33.349999999999994,2.75,2.25,15.0,0,1,0,0,0,0,1,0,1,5,1,0
333,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,5,1,0
335,40.0,4,58.8,4.75,0.75,1.7999999999999998,0,0,1,0,0,1,1,0,1,5,1,0
336,30.0,4,53.4,5.0,0.75,2.8799999999999994,0,0,1,0,0,1,1,0,0,5,1,1
337,22.0,2,2.52,0.75,4.75,20.0,0,1,0,0,0,0,1,0,1,5,1,0
340,40.0,4,19.599999999999998,1.75,2.25,5.399999999999999,0,0,1,0,1,1,1,0,1,5,1,0
343,30.0,4,2.52,0.75,0.5,2.52,0,0,1,0,0,0,1,0,0,5,1,0
347,30.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,5,1,0
351,22.0,1,1.7999999999999998,0.5,0.5,1.0799999999999998,1,0,0,0,0,0,1,0,0,5,1,0
355,22.0,1,16.674999999999997,1.25,0.5,1.7999999999999998,1,0,0,1,0,0,1,0,1,5,1,0
357,30.0,2,1.7999999999999998,0.5,0.5,0.7199999999999999,0,1,0,0,1,0,1,0,1,5,1,0
359,30.0,4,1.7999999999999998,0.5,0.5,5.399999999999999,0,0,1,1,0,1,1,0,1,5,1,0
361,22.0,4,1.7999999999999998,0.5,1.25,26.7,0,0,1,0,0,0,1,0,0,5,1,0
362,22.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,1,0,0,1,0,1,5,1,0
364,22.0,2,3.5999999999999996,0.75,0.5,2.1599999999999997,0,1,0,0,0,0,1,0,1,5,1,0
365,40.0,4,39.199999999999996,2.25,0.5,0.35999999999999993,0,0,1,0,1,1,1,0,1,5,1,0
367,22.0,4,10.0,3.75,0.75,5.399999999999999,0,0,1,0,0,0,1,0,1,5,1,0
368,40.0,4,23.520000000000003,1.75,5.0,40.05,0,0,1,0,0,0,1,0,1,5,1,0
369,22.0,2,2.1599999999999997,0.5,0.5,0.7199999999999999,0,1,0,0,1,0,1,0,1,5,1,0
370,22.0,1,1.7999999999999998,0.5,1.25,3.5999999999999996,1,0,0,0,0,1,1,0,0,5,1,0
371,30.0,1,39.199999999999996,2.25,2.25,26.7,1,0,0,1,0,0,1,0,1,5,1,0
372,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,5,1,0
373,22.0,2,7.199999999999999,0.5,0.5,1.7999999999999998,0,1,0,0,1,1,1,0,1,5,1,0
375,30.0,1,2.52,0.5,1.25,5.399999999999999,1,0,0,0,1,0,1,0,1,5,1,0
376,30.0,4,3.5999999999999996,0.75,1.25,3.5999999999999996,0,0,1,0,0,1,1,0,1,5,1,0
378,22.0,4,2.52,0.5,0.5,2.1599999999999997,0,0,1,0,0,0,1,0,0,5,1,0
380,22.0,1,2.1599999999999997,0.5,0.5,2.52,1,0,0,0,0,0,1,0,1,5,1,0
383,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
384,22.0,4,0.7199999999999999,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,1,0
385,22.0,2,66.69999999999999,4.75,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,5,1,0
386,22.0,4,50.025,5.0,0.5,1.0799999999999998,0,0,1,0,0,0,1,0,1,5,1,0
388,22.0,2,66.75,4.25,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,5,1,0
389,22.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,5,1,0
393,30.0,4,50.025,4.25,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,1,0
396,22.0,1,1.0799999999999998,0.5,1.75,16.674999999999997,1,0,0,0,0,0,1,0,0,5,1,0
398,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,5,1,0
401,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
407,22.0,2,3.5999999999999996,0.75,0.75,2.52,0,1,0,1,0,0,1,0,1,5,1,0
412,30.0,4,2.52,0.75,0.75,2.52,0,0,1,0,0,0,1,0,1,5,1,0
413,22.0,4,1.7999999999999998,0.5,1.25,26.7,0,0,1,0,0,0,1,0,1,5,1,0
414,40.0,4,3.0,1.25,0.5,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,1,0
415,22.0,2,1.7999999999999998,0.5,0.75,7.199999999999999,0,1,0,0,0,1,1,0,0,5,1,0
416,22.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,5,1,0
418,30.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,1,0,1,0,1,0,1,5,1,0
419,22.0,2,3.5999999999999996,0.75,0.5,2.1599999999999997,0,1,0,0,1,0,1,0,1,5,1,0
420,22.0,2,58.8,2.75,1.25,13.35,0,1,0,0,0,0,1,0,1,5,1,0
421,30.0,4,5.0,0.5,0.75,1.7999999999999998,0,0,1,1,0,0,1,0,1,5,1,0
423,22.0,4,2.52,0.75,0.75,2.52,0,0,1,1,0,0,1,0,1,5,1,0
425,30.0,2,3.5999999999999996,0.5,0.5,1.4399999999999997,0,1,0,1,0,0,1,0,1,5,1,0
426,22.0,4,66.69999999999999,5.0,1.25,7.199999999999999,0,0,1,0,1,0,1,0,1,5,1,0
427,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,0,1,0,1,5,1,0
428,22.0,2,20.0,5.0,1.75,13.35,0,1,0,0,0,0,1,0,1,5,1,0
429,22.0,4,3.5999999999999996,0.75,1.25,5.399999999999999,0,0,1,1,0,0,1,0,1,5,1,0
430,22.0,2,5.399999999999999,1.25,1.25,5.399999999999999,0,1,0,1,0,0,1,0,0,5,1,0
431,30.0,4,1.4399999999999997,0.5,1.75,18.69,0,0,1,1,0,0,1,0,1,5,1,0
433,30.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,5,1,0
434,40.0,4,2.52,0.75,3.25,26.7,0,0,1,0,1,0,1,0,1,5,1,0
436,30.0,4,19.599999999999998,4.25,4.25,26.7,0,0,1,1,0,0,1,0,1,5,1,0
438,40.0,1,19.599999999999998,0.75,0.5,0.7199999999999999,1,0,0,1,1,1,1,0,1,5,1,0
440,30.0,4,2.52,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,1,0
441,30.0,1,2.1599999999999997,1.25,0.5,0.7199999999999999,1,0,0,1,0,1,1,0,0,5,1,0
442,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,5,1,0
444,30.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,1,0,1,1,0,1,5,1,0
447,54.0,1,8.999999999999998,1.75,1.25,10.0,1,0,0,1,0,1,1,0,0,5,1,0
450,30.0,4,1.0799999999999998,0.5,0.5,1.0799999999999998,0,0,1,0,1,0,1,0,1,5,1,0
451,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,1,0,0,1,0,1,5,1,0
453,30.0,2,3.5999999999999996,0.75,0.75,3.5999999999999996,0,1,0,0,1,1,1,0,1,5,1,0
457,54.0,4,8.999999999999998,1.25,1.25,5.399999999999999,0,0,1,0,0,0,1,0,0,5,1,0
460,22.0,1,3.5999999999999996,0.5,0.5,0.7199999999999999,1,0,0,0,0,1,1,0,1,5,1,0
463,22.0,4,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,1,0,0,0,1,0,1,5,1,0
464,22.0,4,8.999999999999998,2.25,1.75,5.399999999999999,0,0,1,1,0,1,1,0,0,5,1,0
466,22.0,4,3.5999999999999996,0.75,0.5,1.0799999999999998,0,0,1,0,0,1,1,0,1,5,1,0
472,30.0,2,1.7999999999999998,0.5,1.25,5.399999999999999,0,1,0,0,0,0,1,0,0,5,1,0
475,22.0,2,2.52,0.5,0.5,2.52,0,1,0,0,0,0,1,0,1,5,1,0
476,22.0,1,26.7,3.25,0.75,3.2399999999999993,1,0,0,0,0,1,1,0,1,5,1,0
480,22.0,4,15.0,3.75,0.5,0.7199999999999999,0,0,1,1,0,0,1,0,1,5,1,0
481,22.0,4,15.0,3.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,1,0
485,54.0,4,13.35,0.75,0.75,26.7,0,0,1,0,0,0,1,0,1,5,1,0
487,22.0,4,0.7199999999999999,0.5,0.5,0.7199999999999999,0,0,1,0,1,1,1,0,1,5,1,0
491,22.0,1,1.7999999999999998,0.5,1.25,5.399999999999999,1,0,0,0,1,1,1,0,1,5,1,0
492,22.0,2,5.399999999999999,0.75,0.75,3.5999999999999996,0,1,0,0,0,0,1,0,1,5,1,0
493,54.0,4,2.52,0.75,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,0,5,1,0
494,54.0,4,5.399999999999999,1.25,0.5,2.52,0,0,1,0,0,0,1,0,1,5,1,0
495,54.0,4,1.7999999999999998,0.5,0.75,13.35,0,0,1,1,0,0,1,0,1,5,1,0
498,22.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,5,1,0
499,40.0,4,5.0,0.75,0.5,0.7199999999999999,0,0,1,0,0,0,1,0,1,5,1,0
502,40.0,2,19.599999999999998,1.75,0.5,3.5999999999999996,0,1,0,1,1,0,1,0,1,5,1,0
509,54.0,4,7.0,2.25,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,1,0
510,54.0,4,13.35,0.75,0.75,21.36,0,0,1,0,0,0,1,0,1,5,1,0
518,40.0,4,50.025,5.0,2.25,34.71,0,0,1,0,1,1,1,0,1,5,1,0
528,22.0,2,53.4,3.75,0.5,1.7999999999999998,0,1,0,1,1,0,1,0,1,5,1,0
529,22.0,2,1.7999999999999998,0.75,0.75,2.52,0,1,0,1,0,0,1,0,1,5,1,0
530,30.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,1,0,0,1,0,1,5,1,0
531,30.0,1,3.5999999999999996,1.25,1.25,5.399999999999999,1,0,0,1,0,1,1,0,0,5,1,0
532,22.0,2,2.52,0.5,0.5,1.7999999999999998,0,1,0,0,0,0,1,0,1,5,1,0
533,22.0,4,2.52,0.5,0.5,1.4399999999999997,0,0,1,1,0,0,1,0,0,5,1,0
534,30.0,1,26.7,1.75,0.5,1.7999999999999998,1,0,0,0,0,1,1,0,0,5,1,0
535,40.0,4,58.8,5.0,0.75,2.52,0,0,1,1,1,0,1,0,1,5,1,0
536,40.0,2,1.0799999999999998,0.5,1.25,26.7,0,1,0,1,0,0,1,0,1,5,1,0
537,22.0,1,1.7999999999999998,0.5,0.5,0.7199999999999999,1,0,0,0,0,1,1,0,1,5,1,0
538,40.0,1,78.39999999999999,5.0,2.25,3.5999999999999996,1,0,0,1,0,1,1,0,1,5,1,0
539,30.0,4,34.71,2.25,4.25,33.349999999999994,0,0,1,1,0,0,1,0,1,5,1,0
540,30.0,2,5.0,0.75,2.25,26.7,0,1,0,1,0,0,1,0,1,5,1,0
541,22.0,4,10.0,1.75,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,5,1,0
542,22.0,2,2.52,0.75,0.75,2.52,0,1,0,0,1,0,1,0,1,5,1,0
543,30.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,0,0,1,1,0,0,5,1,0
544,40.0,1,1.7999999999999998,0.5,0.5,1.7999999999999998,1,0,0,0,0,0,1,0,1,5,1,0
545,22.0,4,47.040000000000006,3.25,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,1,5,1,0
547,22.0,4,23.345000000000002,2.25,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,5,1,0
548,22.0,4,3.5999999999999996,0.5,0.5,1.7999999999999998,0,0,1,1,1,1,1,0,1,5,1,0
549,22.0,1,58.8,1.75,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,5,1,0
550,30.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,1,5,1,0
551,30.0,4,1.7999999999999998,0.5,5.0,83.375,0,0,1,1,0,0,1,0,1,5,1,0
552,40.0,1,66.69999999999999,4.25,0.5,1.7999999999999998,1,0,0,1,0,1,1,0,1,5,1,0
555,54.0,4,1.7999999999999998,0.5,0.5,3.5999999999999996,0,0,1,1,0,0,1,0,1,5,1,0
556,22.0,1,3.5999999999999996,1.25,1.75,5.399999999999999,1,0,0,1,0,1,1,0,1,5,1,0
557,54.0,4,3.5999999999999996,0.75,4.75,40.05,0,0,1,0,0,0,1,0,1,5,1,0
558,22.0,4,1.7999999999999998,0.5,0.5,1.4399999999999997,0,0,1,0,0,0,1,0,1,5,1,0
559,22.0,4,1.4399999999999997,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,1,0
560,22.0,4,0.7199999999999999,0.5,0.75,3.5999999999999996,0,0,1,1,0,1,1,0,0,5,1,0
561,30.0,1,19.599999999999998,0.75,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,5,1,0
562,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,1,0,1,0,1,5,1,0
564,22.0,2,1.7999999999999998,0.5,0.75,4.68,0,1,0,0,0,0,1,0,1,5,1,0
565,22.0,1,3.5999999999999996,0.75,0.75,3.5999999999999996,1,0,0,0,0,1,1,0,1,5,1,0
566,22.0,4,3.2399999999999993,0.75,0.5,1.4399999999999997,0,0,1,0,1,1,1,0,1,5,1,0
567,22.0,4,3.5999999999999996,0.75,0.5,0.7199999999999999,0,0,1,1,0,0,1,0,1,5,1,0
569,40.0,4,39.199999999999996,4.25,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,1,0
570,22.0,4,1.7999999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,0,5,1,0
571,30.0,4,3.5999999999999996,0.75,2.25,40.05,0,0,1,0,0,1,1,0,0,5,1,0
572,30.0,4,26.7,2.25,4.25,40.05,0,0,1,1,0,0,1,0,1,5,1,0
576,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,5,1,0
579,22.0,4,5.399999999999999,0.75,0.75,5.399999999999999,0,0,1,1,0,1,1,0,1,5,1,0
580,40.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,1,0
581,22.0,4,1.0799999999999998,0.5,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,1,0
582,30.0,2,5.399999999999999,1.25,1.75,26.7,0,1,0,0,0,1,1,0,0,5,1,0
583,22.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,0,0,1,1,0,1,5,1,0
584,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,1,0,0,1,0,1,5,1,0
585,22.0,1,23.520000000000003,1.25,0.5,1.7999999999999998,1,0,0,0,0,1,1,0,1,5,1,0
587,22.0,1,1.7999999999999998,0.5,0.75,2.52,1,0,0,0,1,0,1,0,1,5,1,0
589,22.0,2,10.0,1.25,0.5,1.7999999999999998,0,1,0,0,1,0,1,0,1,5,1,0
590,30.0,4,3.5999999999999996,0.5,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,0,5,1,0
591,22.0,2,3.5999999999999996,0.75,0.5,1.7999999999999998,0,1,0,1,0,0,1,0,0,5,1,0
592,22.0,4,1.7999999999999998,0.5,0.5,1.7999999999999998,0,0,1,0,0,1,1,0,1,5,1,0
593,40.0,4,10.0,2.25,0.5,2.1599999999999997,0,0,1,0,1,0,1,0,1,5,1,0
594,40.0,1,2.52,0.5,0.5,1.7999999999999998,1,0,0,1,0,1,1,0,1,5,1,0
596,22.0,4,2.52,0.75,0.75,2.8799999999999994,0,0,1,1,0,0,1,0,1,5,1,0
599,54.0,4,5.399999999999999,1.75,0.75,3.5999999999999996,0,0,1,1,0,0,1,0,0,5,1,0
600,22.0,4,5.0,0.75,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,1,5,1,0
601,30.0,4,39.199999999999996,0.75,0.5,5.0,0,0,1,1,0,1,1,0,1,5,1,0
604,22.0,4,2.52,0.75,0.75,2.52,0,0,1,0,0,0,1,0,1,5,1,0
605,22.0,2,3.5999999999999996,0.75,0.5,2.52,0,1,0,0,1,0,1,0,1,5,1,0
606,22.0,4,3.5999999999999996,0.5,0.5,3.5999999999999996,0,0,1,1,0,0,1,0,1,5,1,0
607,40.0,4,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,1,0,0,0,1,0,1,5,1,0
612,22.0,2,3.5999999999999996,0.75,1.25,4.68,0,1,0,0,1,0,1,0,1,5,1,0
613,40.0,2,2.52,0.5,0.75,5.399999999999999,0,1,0,1,1,0,1,0,1,5,1,0
615,40.0,2,5.399999999999999,1.25,0.75,5.399999999999999,0,1,0,1,0,1,1,0,1,5,1,0
623,40.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,0,1,0,1,5,1,0
624,22.0,4,0.7199999999999999,0.5,1.25,3.5999999999999996,0,0,1,1,0,0,1,0,1,5,1,0
629,40.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,5,1,0
631,40.0,4,3.5999999999999996,0.75,0.75,2.52,0,0,1,0,0,0,1,0,1,5,1,0
634,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,0,1,0,1,5,1,0
635,54.0,4,3.5999999999999996,0.5,0.5,1.7999999999999998,0,0,1,0,0,0,1,0,0,5,1,0
637,30.0,4,2.52,0.75,0.75,3.5999999999999996,0,0,1,1,1,0,1,0,1,5,1,0
650,30.0,4,3.5999999999999996,0.75,1.25,4.319999999999999,0,0,1,0,0,1,1,0,1,5,1,0
654,22.0,4,1.7999999999999998,0.5,1.75,7.0,0,0,1,0,0,1,1,0,1,5,1,0
0,40.0,4,1.0799999999999998,0.5,0.75,1.7999999999999998,0,0,1,1,0,1,1,0,1,15,1,0
1,22.0,4,6.0,1.75,0.5,0.7199999999999999,0,0,1,0,1,0,1,0,1,15,1,0
3,22.0,4,6.479999999999999,1.75,0.75,1.7999999999999998,0,0,1,0,0,0,1,0,0,15,1,0
5,22.0,4,5.399999999999999,0.75,0.5,1.0799999999999998,0,0,1,0,0,0,1,0,1,15,1,0
7,22.0,2,2.1599999999999997,0.5,0.5,2.1599999999999997,0,1,0,0,0,0,1,0,1,15,1,0
9,30.0,1,5.399999999999999,1.25,0.75,10.0,1,0,0,0,0,0,1,0,0,15,1,0
10,22.0,4,3.5999999999999996,0.75,0.5,1.7999999999999998,0,0,1,0,1,1,1,0,1,15,1,0
12,22.0,4,2.52,0.5,0.75,2.52,0,0,1,0,0,0,1,0,1,15,1,0
13,22.0,4,1.7999999999999998,0.5,0.5,0.7199999999999999,0,0,1,1,0,0,1,0,1,15,1,0
14,40.0,2,1.7999999999999998,0.5,0.5,1.7999999999999998,0,1,0,1,0,1,1,0,1,15,1,0
17,40.0,1,2.8799999999999994,1.25,5.0,20.0,1,0,0,1,0,1,1,0,1,15,1,0
18,30.0,1,39.199999999999996,4.75,0.75,3.5999999999999996,1,0,0,1,0,1,1,0,1,15,1,0
20,30.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,15,1,0
