ID,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,AGE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS,CYCLE
453,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,30.0,1,1,0,1,5,1,0,1
457,4,8.999999999999998,1.7999999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,54.0,0,1,0,0,5,1,0,0
460,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,22.0,1,1,0,1,5,1,0,0
463,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,22.0,0,1,0,1,5,1,0,0
464,4,8.999999999999998,1.7999999999999998,1.0799999999999998,5.399999999999999,0,0,1,1,22.0,1,1,0,0,5,1,0,0
466,4,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,0,0,1,0,22.0,1,1,0,1,5,1,0,0
472,2,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,1,0,0,30.0,0,1,0,0,5,1,0,0
475,2,2.52,0.504,0.504,2.52,0,1,0,0,22.0,0,1,0,1,5,1,0,0
487,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,1,0,22.0,1,1,0,1,5,1,0,1
491,1,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,1,0,0,0,22.0,1,1,0,1,5,1,0,1
492,2,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,1,0,0,22.0,0,1,0,1,5,1,0,0
493,4,2.52,0.504,0.72,3.5999999999999996,0,0,1,1,54.0,0,1,0,0,5,1,0,0
494,4,5.399999999999999,1.0799999999999998,0.504,2.52,0,0,1,0,54.0,0,1,0,1,5,1,0,0
498,2,3.5999999999999996,0.72,0.36,1.7999999999999998,0,1,0,0,22.0,0,1,0,1,5,1,0,1
529,2,1.7999999999999998,0.36,0.504,2.52,0,1,0,1,22.0,0,1,0,1,5,1,0,0
530,2,3.5999999999999996,0.72,0.36,1.7999999999999998,0,1,0,1,30.0,0,1,0,1,5,1,0,0
531,1,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,1,0,0,1,30.0,1,1,0,0,5,1,0,0
532,2,2.52,0.504,0.36,1.7999999999999998,0,1,0,0,22.0,0,1,0,1,5,1,0,0
533,4,2.52,0.504,0.288,1.4399999999999997,0,0,1,1,22.0,0,1,0,0,5,1,0,0
537,1,1.7999999999999998,0.36,0.144,0.7199999999999999,1,0,0,0,22.0,1,1,0,1,5,1,0,0
542,2,2.52,0.504,0.504,2.52,0,1,0,0,22.0,0,1,0,1,5,1,0,1
543,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,30.0,1,1,0,0,5,1,0,0
544,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,40.0,0,1,0,1,5,1,0,0
548,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,1,22.0,1,1,0,1,5,1,0,1
550,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,1,30.0,0,1,0,1,5,1,0,0
555,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,1,54.0,0,1,0,1,5,1,0,0
556,1,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,1,0,0,1,22.0,1,1,0,1,5,1,0,0
558,4,1.7999999999999998,0.36,0.288,1.4399999999999997,0,0,1,0,22.0,0,1,0,1,5,1,0,0
559,4,1.4399999999999997,0.288,0.72,3.5999999999999996,0,0,1,0,22.0,0,1,0,1,5,1,0,0
560,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,1,1,22.0,1,1,0,0,5,1,0,0
562,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,22.0,0,1,0,1,5,1,0,1
564,2,1.7999999999999998,0.36,0.9359999999999999,4.68,0,1,0,0,22.0,0,1,0,1,5,1,0,0
565,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,22.0,1,1,0,1,5,1,0,0
566,4,3.2399999999999993,0.6479999999999999,0.288,1.4399999999999997,0,0,1,0,22.0,1,1,0,1,5,1,0,1
567,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,1,1,22.0,0,1,0,1,5,1,0,0
570,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,0,5,1,0,0
576,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,1,22.0,0,1,0,1,5,1,0,0
579,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,1,22.0,1,1,0,1,5,1,0,0
580,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,40.0,0,1,0,1,5,1,0,0
581,4,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,0,1,0,22.0,0,1,0,1,5,1,0,0
583,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,0,22.0,1,1,0,1,5,1,0,0
584,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,1,22.0,0,1,0,1,5,1,0,0
587,1,1.7999999999999998,0.36,0.504,2.52,1,0,0,0,22.0,0,1,0,1,5,1,0,1
590,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,1,30.0,0,1,0,0,5,1,0,0
591,2,3.5999999999999996,0.72,0.36,1.7999999999999998,0,1,0,1,22.0,0,1,0,0,5,1,0,0
592,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,1,5,1,0,0
594,1,2.52,0.504,0.36,1.7999999999999998,1,0,0,1,40.0,1,1,0,1,5,1,0,0
596,4,2.52,0.504,0.576,2.8799999999999994,0,0,1,1,22.0,0,1,0,1,5,1,0,0
599,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,1,54.0,0,1,0,0,5,1,0,0
604,4,2.52,0.504,0.504,2.52,0,0,1,0,22.0,0,1,0,1,5,1,0,0
605,2,3.5999999999999996,0.72,0.504,2.52,0,1,0,0,22.0,0,1,0,1,5,1,0,1
606,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,1,22.0,0,1,0,1,5,1,0,0
607,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,40.0,0,1,0,1,5,1,0,0
612,2,3.5999999999999996,0.72,0.9359999999999999,4.68,0,1,0,0,22.0,0,1,0,1,5,1,0,1
613,2,2.52,0.504,1.0799999999999998,5.399999999999999,0,1,0,1,40.0,0,1,0,1,5,1,0,1
615,2,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,1,0,1,40.0,1,1,0,1,5,1,0,0
623,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,40.0,0,1,0,1,5,1,0,1
624,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,1,1,22.0,0,1,0,1,5,1,0,0
629,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,40.0,0,1,0,1,5,1,0,0
631,4,3.5999999999999996,0.72,0.504,2.52,0,0,1,0,40.0,0,1,0,1,5,1,0,0
634,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,1,5,1,0,1
635,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,54.0,0,1,0,0,5,1,0,0
637,4,2.52,0.504,0.72,3.5999999999999996,0,0,1,1,30.0,0,1,0,1,5,1,0,1
650,4,3.5999999999999996,0.72,0.8639999999999999,4.319999999999999,0,0,1,0,30.0,1,1,0,1,5,1,0,0
0,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,1,1,40.0,1,1,0,1,15,1,0,0
3,4,6.479999999999999,1.2959999999999998,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,0,15,1,0,0
5,4,5.399999999999999,1.0799999999999998,0.21599999999999997,1.0799999999999998,0,0,1,0,22.0,0,1,0,1,15,1,0,0
7,2,2.1599999999999997,0.43199999999999994,0.43199999999999994,2.1599999999999997,0,1,0,0,22.0,0,1,0,1,15,1,0,0
10,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,1,15,1,0,1
12,4,2.52,0.504,0.504,2.52,0,0,1,0,22.0,0,1,0,1,15,1,0,0
13,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,1,22.0,0,1,0,1,15,1,0,0
14,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,1,40.0,1,1,0,1,15,1,0,0
20,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,30.0,0,1,0,1,15,1,0,0
21,1,3.5999999999999996,0.72,0.288,1.4399999999999997,1,0,0,1,30.0,0,1,0,1,15,1,0,0
32,1,0.7199999999999999,0.144,0.36,1.7999999999999998,1,0,0,1,22.0,1,1,0,1,15,1,0,0
46,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,1,0,30.0,0,1,0,1,15,1,0,0
55,1,1.7999999999999998,0.36,0.72,3.5999999999999996,1,0,0,0,22.0,0,1,0,1,15,1,0,0
78,2,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,1,0,0,30.0,0,1,0,1,15,1,0,0
80,4,7.199999999999999,1.44,0.36,1.7999999999999998,0,0,1,1,54.0,1,1,0,1,15,1,0,0
84,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,0,15,1,0,0
89,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,1,30.0,0,1,0,0,15,1,0,0
94,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,1,22.0,1,1,0,1,15,1,0,0
99,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,22.0,1,1,0,0,15,1,0,1
108,4,3.5999999999999996,0.72,1.44,7.199999999999999,0,0,1,1,30.0,1,1,0,1,15,1,0,0
