ID,AGE,USE,ACCESS_DISTANCE,EGRESS_DISTANCE,ACCESS_TIME,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,DM6,DE1,DE2,DE3,DE4,DE5,DE6
1,65.0,4,0.75,1.75,10,10,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2,40.0,4,0.3,0.75,5,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,40.0,3,0.3,0.3,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4,22.0,4,0.3,0.3,5,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5,22.0,4,2.75,2.25,15,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,22.0,3,1.25,0.75,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
7,22.0,3,0.75,0.75,5,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8,22.0,4,2.25,0.3,10,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
9,30.0,2,0.75,2.25,10,10,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
10,22.0,1,0.75,0.3,5,10,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
11,22.0,3,0.3,1.25,5,15,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12,30.0,3,1.25,1.25,10,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
13,22.0,4,0.75,0.75,5,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14,22.0,4,5.0,0.75,30,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,22.0,3,1.25,0.3,15,5,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
16,22.0,1,0.75,0.75,6,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
17,65.0,4,5.0,2.75,20,15,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
18,30.0,3,1.75,0.3,5,5,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
19,22.0,3,3.75,0.75,10,7,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
20,22.0,3,0.3,4.75,5,15,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
21,22.0,4,0.3,1.25,5,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,30.0,4,0.75,0.75,15,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
23,40.0,3,1.25,0.3,10,5,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
24,22.0,3,0.75,1.75,10,10,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
25,22.0,1,3.75,4.75,15,20,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,30.0,4,0.75,0.75,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
27,54.0,4,0.3,1.75,2,15,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
28,22.0,3,0.75,0.75,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,22.0,4,0.3,5.0,1,40,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30,22.0,3,0.75,4.25,5,20,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31,22.0,4,0.3,0.3,2,5,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
32,22.0,3,0.3,0.3,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
33,22.0,4,1.25,0.3,15,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
34,30.0,3,3.25,0.75,20,10,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
35,54.0,4,0.75,0.75,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
36,22.0,1,1.25,2.75,8,10,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
37,22.0,3,0.75,0.3,10,10,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
38,30.0,3,0.3,1.75,5,25,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,22.0,1,2.25,0.3,5,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40,30.0,4,0.3,0.3,2,2,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
41,22.0,3,1.75,0.75,10,10,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
42,40.0,3,0.3,0.75,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
43,30.0,4,0.75,0.3,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
44,30.0,3,0.3,0.75,5,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
45,22.0,4,0.3,0.75,5,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,22.0,1,2.25,0.3,20,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47,22.0,3,0.3,0.3,5,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48,65.0,4,2.25,0.75,30,10,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,30.0,4,0.75,0.3,5,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,65.0,3,2.75,0.75,10,5,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
51,22.0,4,0.3,1.75,5,15,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
52,30.0,4,2.75,0.3,15,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
53,30.0,4,1.25,0.3,5,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
54,22.0,4,0.75,0.75,10,10,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55,30.0,1,2.25,5.0,20,120,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
56,40.0,1,2.75,0.75,30,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
57,22.0,2,0.3,1.75,2,15,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
58,22.0,3,0.75,2.25,10,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
59,22.0,3,0.3,0.75,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
60,22.0,4,2.75,2.25,5,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
61,30.0,3,0.75,0.75,10,5,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
62,22.0,4,0.3,0.3,5,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
63,65.0,4,4.25,5.0,15,20,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
64,30.0,1,1.75,5.0,10,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
65,22.0,4,0.3,0.3,9,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
66,22.0,3,3.25,1.75,15,15,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67,30.0,3,1.75,0.75,30,10,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
68,22.0,4,5.0,0.75,60,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,22.0,3,1.75,0.75,25,15,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
70,30.0,2,0.3,2.25,0,10,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
71,22.0,4,1.75,0.75,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
72,54.0,2,0.75,0.3,10,5,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
73,22.0,3,0.3,1.75,2,10,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
74,22.0,4,0.3,0.3,5,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
75,40.0,4,5.0,0.3,60,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,54.0,2,1.25,5.0,10,20,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
77,22.0,3,0.75,0.75,10,10,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
78,30.0,4,3.75,0.3,10,5,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
79,30.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
80,22.0,3,0.3,3.75,5,20,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
81,30.0,4,4.75,0.3,5,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
82,22.0,2,0.75,1.75,15,5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
83,54.0,1,0.75,5.0,10,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84,40.0,4,2.75,2.25,20,4,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
85,40.0,4,0.75,0.75,6,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
86,22.0,4,0.75,0.3,5,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
87,22.0,4,0.3,0.75,2,10,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88,30.0,4,0.3,0.3,5,5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
89,22.0,4,3.75,0.3,15,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
90,40.0,4,0.3,2.75,5,15,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
91,22.0,4,0.3,0.3,3,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
92,40.0,2,2.75,3.75,15,20,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
93,22.0,3,0.3,0.75,5,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
94,22.0,4,0.3,0.75,7,10,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
95,22.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
96,22.0,2,1.25,0.3,15,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
97,22.0,4,0.75,0.75,10,15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
98,22.0,3,0.3,0.75,5,10,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
99,22.0,4,5.0,5.0,15,15,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100,22.0,4,2.75,3.25,12,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
101,30.0,3,4.25,0.3,15,10,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
102,22.0,4,1.75,5.0,5,20,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
103,30.0,3,0.3,0.75,5,10,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
104,30.0,2,0.3,1.75,5,10,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
105,22.0,3,0.75,0.3,10,5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
106,40.0,3,2.25,0.75,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
107,22.0,3,0.75,0.75,10,12,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
108,30.0,3,0.75,1.75,10,20,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
109,22.0,4,0.75,0.3,10,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
110,22.0,4,0.75,2.75,5,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
111,30.0,4,0.3,0.75,5,10,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
112,22.0,1,1.25,0.3,6,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
113,22.0,2,1.75,1.25,10,10,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
114,22.0,4,0.75,0.75,15,20,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
115,22.0,1,4.75,0.3,6,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
116,22.0,4,2.75,2.75,10,20,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
117,22.0,3,5.0,2.75,20,20,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
118,22.0,4,2.75,0.3,10,8,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
119,30.0,4,4.75,0.75,30,15,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
120,30.0,3,5.0,2.75,20,10,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
121,30.0,2,0.3,0.3,5,5,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
122,22.0,2,4.75,0.3,20,5,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
123,30.0,1,3.75,0.3,20,5,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
124,30.0,4,4.75,4.75,15,15,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
125,54.0,3,0.75,0.75,5,5,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
126,40.0,3,5.0,0.75,25,10,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
127,22.0,4,0.3,0.75,5,10,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
128,30.0,4,0.3,0.75,5,7,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
129,30.0,4,5.0,0.75,45,15,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
130,30.0,4,0.3,0.75,5,13,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
131,22.0,4,2.75,0.75,15,15,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
132,54.0,4,5.0,0.75,45,10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
133,40.0,4,0.75,1.25,10,15,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
134,22.0,2,0.75,5.0,5,30,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
135,22.0,3,1.75,0.3,5,5,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
136,30.0,4,0.75,0.75,10,15,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
137,22.0,3,0.75,2.25,10,20,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
138,22.0,4,0.3,0.75,5,10,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
139,30.0,4,0.3,3.25,10,20,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
140,22.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
141,22.0,4,0.75,0.3,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
142,30.0,3,2.25,1.25,10,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
143,22.0,4,1.75,0.75,15,10,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
144,22.0,4,0.75,1.75,5,15,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
145,22.0,4,0.3,0.75,5,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
146,30.0,4,0.3,2.75,5,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
147,22.0,3,0.75,0.75,15,15,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
148,22.0,4,0.3,0.3,7,7,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
149,40.0,2,1.75,0.75,5,10,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
150,30.0,4,0.3,0.3,1,5,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
151,22.0,3,1.25,2.25,20,30,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
152,40.0,4,5.0,5.0,20,45,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
153,22.0,4,0.3,0.3,5,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
154,22.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
155,30.0,3,1.25,1.25,15,10,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
156,22.0,1,1.25,0.3,10,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
157,22.0,4,0.75,0.75,5,10,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
158,40.0,3,5.0,5.0,20,15,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
159,30.0,3,1.25,2.25,17,10,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
160,54.0,4,0.75,0.75,7,13,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
161,40.0,3,2.75,0.75,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
162,22.0,4,5.0,0.3,20,5,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
163,22.0,1,5.0,0.75,45,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
164,30.0,4,0.3,4.75,5,20,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
165,54.0,4,5.0,0.75,30,5,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
166,22.0,4,0.3,0.3,1,5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
167,22.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
168,40.0,4,0.3,1.25,2,10,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
169,22.0,3,4.25,0.3,15,5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
170,22.0,1,1.75,0.75,20,5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
171,30.0,3,3.25,0.3,12,2,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
172,30.0,2,0.3,1.75,5,5,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
173,22.0,3,2.25,0.3,10,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
174,22.0,3,1.25,1.75,15,5,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
175,30.0,3,1.25,0.75,20,7,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
176,40.0,4,0.3,1.25,2,10,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
177,22.0,1,0.3,0.3,5,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
178,22.0,3,0.3,4.75,5,15,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
179,40.0,4,2.25,0.3,10,5,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
180,30.0,4,0.75,0.3,5,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
181,22.0,4,4.75,0.3,15,5,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
182,22.0,3,0.3,0.3,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
183,30.0,2,3.75,0.3,5,2,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
184,22.0,3,0.75,2.75,30,30,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,30.0,3,0.75,0.75,10,15,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
186,22.0,1,0.3,0.3,1,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
187,54.0,3,5.0,1.25,45,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
188,22.0,3,0.3,0.75,5,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
189,22.0,3,1.25,1.75,10,15,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
190,30.0,3,1.75,1.25,20,20,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
191,22.0,3,0.3,0.75,5,10,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
192,40.0,4,2.75,2.25,10,10,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
193,22.0,4,1.25,5.0,15,30,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
194,22.0,3,1.25,0.3,10,5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
195,30.0,4,0.3,0.75,7,10,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
196,30.0,3,1.25,0.75,20,10,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
197,30.0,3,0.75,2.25,10,15,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
198,22.0,3,0.3,0.75,5,10,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
199,30.0,4,1.75,0.3,10,5,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
200,22.0,1,0.3,0.3,5,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
201,30.0,4,0.3,0.75,2,2,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
202,30.0,1,5.0,0.3,10,4,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
203,22.0,4,0.3,2.25,3,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
204,22.0,3,0.3,0.3,5,5,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
205,30.0,4,0.75,0.75,10,5,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
206,22.0,1,0.3,0.3,5,5,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
207,30.0,3,0.3,1.25,5,15,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
208,22.0,1,1.75,0.3,6,4,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
209,22.0,3,0.75,0.75,10,15,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
210,22.0,2,0.3,1.75,5,15,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
211,22.0,3,0.3,1.25,5,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
212,30.0,4,0.3,0.3,2,5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
213,22.0,4,0.3,0.3,2,5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
214,40.0,1,0.75,0.3,5,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
215,30.0,4,1.75,0.3,5,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
216,30.0,3,0.75,1.25,5,15,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
217,22.0,4,0.75,5.0,5,40,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
218,22.0,4,0.3,0.3,5,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
219,30.0,3,1.25,1.25,10,10,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
220,22.0,4,0.75,0.3,8,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
221,22.0,4,0.3,1.25,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
222,40.0,4,5.0,0.75,20,10,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
223,22.0,3,1.25,1.75,20,10,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
