ID,AGE,USE,ACCESS_DISTANCE,EGRESS_DISTANCE,ACCESS_TIME,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,DM6,DE1,DE2,DE3,DE4,DE5,DE6
2216,22.0,3,0.3,0.3,7,10,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2217,30.0,4,0.3,0.75,3,6,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2218,22.0,3,1.75,3.75,10,20,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2219,22.0,4,0.75,0.75,10,10,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2220,30.0,1,1.25,0.3,10,5,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2221,22.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2222,30.0,4,0.3,0.3,2,3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2223,30.0,4,0.3,1.25,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2224,22.0,3,0.75,1.75,10,5,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2225,22.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2226,22.0,4,1.25,0.75,15,10,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2227,22.0,4,0.75,2.25,7,20,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2228,22.0,1,1.75,0.3,25,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2229,22.0,4,0.3,0.75,3,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2230,22.0,3,0.3,0.3,5,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2231,22.0,4,0.75,5.0,10,90,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2232,22.0,4,0.3,0.75,5,20,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2233,22.0,2,0.3,1.25,4,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2234,22.0,2,0.3,1.25,5,10,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2235,22.0,4,0.3,1.25,5,10,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2236,22.0,4,0.75,0.3,10,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2237,30.0,2,0.3,1.25,5,7,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2238,22.0,4,0.75,0.75,7,7,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2239,22.0,4,0.3,0.3,5,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2240,22.0,2,5.0,0.75,50,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2241,22.0,4,0.3,5.0,5,30,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2242,30.0,2,0.3,1.25,5,7,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2243,40.0,1,1.25,0.75,15,7,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2244,22.0,3,1.25,2.75,15,10,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2245,22.0,4,1.75,0.3,10,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2246,22.0,4,0.3,0.75,5,10,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2247,30.0,4,0.3,0.3,2,10,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2248,22.0,4,0.3,0.3,3,2,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2249,22.0,4,0.75,0.75,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2250,22.0,1,1.25,0.75,5,10,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2251,22.0,3,1.25,1.25,15,15,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2252,22.0,4,0.75,0.3,7,3,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2253,22.0,3,1.75,0.3,20,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2254,22.0,4,5.0,0.3,15,5,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2255,40.0,4,5.0,0.3,15,5,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2256,30.0,4,3.75,0.3,15,5,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2257,22.0,4,5.0,4.25,20,15,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2258,22.0,4,0.3,0.3,5,5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2259,22.0,4,0.3,0.75,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2260,30.0,4,0.75,0.3,10,5,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2261,30.0,1,3.75,5.0,15,40,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2262,22.0,4,2.75,0.3,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2263,30.0,2,5.0,2.25,30,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2264,22.0,2,5.0,0.3,60,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2265,22.0,3,1.25,1.25,15,15,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2266,22.0,1,0.75,0.3,10,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2267,40.0,4,0.3,0.75,5,5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2268,40.0,4,0.75,2.25,5,10,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2269,30.0,4,0.3,0.3,10,5,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2270,22.0,1,1.25,0.3,10,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2271,22.0,2,0.3,0.3,3,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2272,30.0,4,4.25,5.0,10,60,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2273,22.0,4,5.0,0.3,25,5,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2274,22.0,3,1.25,0.75,20,10,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2275,22.0,1,0.75,0.75,10,10,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2276,30.0,4,1.25,0.3,15,5,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2277,22.0,4,0.75,0.3,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2278,22.0,2,5.0,2.75,35,15,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2279,30.0,3,1.25,0.75,15,10,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2280,22.0,3,0.3,0.3,5,5,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2281,30.0,4,0.3,0.3,7,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2282,30.0,3,2.25,5.0,10,30,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2283,54.0,4,0.75,0.3,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2284,22.0,4,2.25,1.25,10,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2285,22.0,1,1.75,0.75,30,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2286,22.0,3,1.25,0.75,5,6,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2287,30.0,1,5.0,0.3,35,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2288,22.0,3,1.25,0.75,15,10,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2289,40.0,4,0.75,0.3,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2290,22.0,4,0.75,0.75,13,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2291,22.0,4,0.75,4.75,10,15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2292,22.0,3,0.75,0.3,15,5,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2293,22.0,1,0.75,0.75,8,8,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2294,22.0,4,0.75,0.3,10,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2295,22.0,3,0.75,0.75,15,10,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2296,22.0,3,0.3,0.75,5,7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2297,30.0,4,0.3,2.25,5,8,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2298,22.0,1,0.3,3.25,5,10,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2299,22.0,4,0.3,0.75,4,10,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2300,22.0,3,0.75,0.3,5,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2301,30.0,4,0.3,0.3,5,15,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2302,22.0,4,0.3,0.75,5,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2303,22.0,3,2.25,1.25,15,20,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2304,22.0,2,0.3,0.3,2,5,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2305,22.0,4,0.75,0.3,12,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2306,22.0,1,0.3,0.3,10,2,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2307,22.0,4,0.75,0.3,10,4,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2308,40.0,2,0.3,1.25,5,15,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2309,30.0,1,0.75,0.3,5,2,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2310,30.0,4,0.75,5.0,5,20,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2311,22.0,4,0.3,1.25,2,15,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2312,30.0,2,0.3,2.25,2,12,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2313,22.0,4,0.3,0.75,5,10,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2314,22.0,2,0.3,0.75,5,10,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2315,30.0,3,0.3,0.75,5,10,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2316,30.0,4,0.3,0.3,5,3,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2317,40.0,3,3.75,1.25,20,15,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2318,22.0,4,0.3,0.3,3,5,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2319,22.0,4,0.75,0.3,20,5,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2320,40.0,4,0.75,3.25,10,15,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2321,22.0,2,0.3,4.75,5,10,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2322,22.0,2,0.3,0.75,5,10,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2323,40.0,4,0.3,1.25,5,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2324,22.0,4,0.3,0.75,5,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2325,54.0,4,2.25,0.75,15,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2326,22.0,3,0.3,5.0,5,20,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2327,30.0,2,0.3,1.25,5,12,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2328,22.0,1,1.75,0.3,15,5,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2329,22.0,4,0.75,0.3,10,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2330,22.0,2,0.3,0.75,5,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2331,22.0,4,0.3,1.25,3,15,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2332,22.0,4,3.25,1.25,15,15,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2333,22.0,3,0.3,0.3,5,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2334,22.0,4,0.3,0.3,10,15,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2335,22.0,4,0.3,0.3,5,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2336,54.0,4,2.25,0.3,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2337,30.0,2,0.3,3.25,5,15,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2338,40.0,2,2.25,1.75,15,12,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2339,22.0,2,0.75,1.75,7,10,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2340,30.0,3,0.75,0.75,10,10,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2341,22.0,1,0.75,0.3,10,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2342,30.0,4,1.75,0.3,10,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2343,22.0,3,0.3,0.75,5,10,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2344,22.0,4,1.75,2.25,10,10,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2345,30.0,4,0.3,2.25,10,12,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2346,30.0,2,1.75,1.25,10,10,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2347,22.0,4,1.75,0.3,10,7,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2348,40.0,4,0.3,0.3,2,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2349,54.0,4,0.3,0.75,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2350,22.0,3,1.75,1.75,7,12,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2351,30.0,3,0.3,0.3,5,5,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2352,54.0,4,0.3,1.25,7,8,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2353,22.0,4,1.25,0.75,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2354,22.0,3,3.25,0.75,10,10,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2355,22.0,1,0.3,0.75,4,10,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2356,30.0,2,0.75,1.25,10,10,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2357,22.0,4,0.3,0.75,5,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2358,40.0,4,0.75,0.3,7,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2359,22.0,4,0.3,0.3,12,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2360,30.0,3,1.25,1.25,5,20,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2361,40.0,4,0.3,5.0,5,25,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2362,22.0,4,0.75,0.75,5,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2363,30.0,1,1.75,3.75,15,10,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2364,30.0,4,0.75,0.3,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2365,22.0,4,0.75,0.3,5,4,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2366,22.0,4,0.3,0.3,5,7,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2367,40.0,4,0.3,0.3,2,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2368,22.0,2,1.25,0.75,5,10,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2369,40.0,4,0.3,1.25,7,13,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2370,22.0,4,0.75,0.3,10,7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2371,40.0,4,0.3,0.75,3,10,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2372,22.0,1,2.75,0.3,10,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2373,22.0,4,0.75,2.75,10,10,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2374,30.0,2,0.75,0.75,6,10,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2375,22.0,4,1.25,0.3,15,5,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2376,22.0,4,0.75,0.75,10,10,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2377,22.0,4,2.25,3.25,10,15,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2378,22.0,4,0.75,1.25,10,8,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2379,22.0,4,4.25,0.75,15,10,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2380,22.0,4,0.75,0.75,7,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2381,30.0,3,0.3,0.3,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2382,22.0,3,2.25,1.25,25,15,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2383,22.0,4,0.3,0.3,5,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2384,30.0,1,1.75,0.3,15,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2385,22.0,3,0.3,0.75,5,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2386,22.0,3,5.0,0.3,20,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2387,22.0,3,0.3,0.3,2,5,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2388,30.0,2,5.0,0.3,30,5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2389,22.0,4,4.25,2.75,12,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2390,22.0,1,1.25,0.3,13,8,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2391,30.0,4,0.75,0.3,10,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2392,22.0,2,0.3,0.3,5,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2393,22.0,4,0.75,0.3,10,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2394,30.0,4,0.75,0.3,10,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2395,22.0,4,0.3,0.75,5,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2396,40.0,4,0.3,0.3,10,3,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2397,22.0,3,0.75,1.25,10,20,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2398,22.0,4,0.75,0.3,10,5,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2399,22.0,4,0.3,0.75,5,7,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2400,22.0,4,0.3,4.75,5,15,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2401,22.0,3,1.25,1.25,20,15,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2402,30.0,4,0.3,0.75,7,10,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2403,22.0,4,0.75,0.3,10,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2404,30.0,4,3.25,0.75,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2405,30.0,4,1.75,1.75,5,10,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2406,30.0,2,0.3,1.25,10,30,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2407,40.0,4,0.3,0.75,5,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2408,22.0,4,0.3,0.3,5,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2409,40.0,1,5.0,1.25,10,15,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2410,22.0,4,0.3,4.25,5,12,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2411,40.0,4,0.3,0.75,5,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2412,22.0,2,0.75,0.75,10,10,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2413,40.0,4,0.75,0.3,10,3,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2414,54.0,4,0.3,0.3,5,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2415,40.0,4,0.3,1.25,5,15,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2416,54.0,4,0.3,0.3,5,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2417,54.0,4,0.3,0.75,5,8,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2418,40.0,3,1.75,0.75,10,5,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2419,30.0,2,0.3,0.75,5,5,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2420,30.0,4,5.0,0.75,45,10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2421,30.0,3,5.0,0.75,30,10,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2422,22.0,4,0.3,0.3,4,3,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2423,22.0,4,1.25,0.75,10,5,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2424,40.0,4,0.3,0.3,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2425,30.0,4,0.75,0.75,10,10,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2426,30.0,3,1.75,1.75,10,20,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2427,22.0,3,0.3,0.75,5,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2428,22.0,3,0.75,3.25,10,15,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2429,22.0,4,0.75,0.3,7,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2430,22.0,4,0.75,0.3,15,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2431,22.0,4,0.75,0.3,10,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2432,40.0,4,0.3,0.3,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2433,30.0,4,1.25,0.3,5,3,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2434,22.0,1,4.25,0.3,30,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
