ID,USE_BICYCLE,ACCESS_TIME,EGRESS_TIME,GENDER,Alt1,ALT2,ALT3,ALT4,UNO,SERO,USE,ACCESS_DISTANCE,EGRESS-DISTANCE,EGRESS_DISTANCE,ALT1,WB
104,1,23.520000000000003,1.0799999999999998,0,1,0,0,0,1,0,1,4.75,0.5,0.5,1,0
105,4,39.199999999999996,7.199999999999999,1,0,0,0,1,1,0,4,2.75,2.75,2.75,0,1
106,3,20.0,7.199999999999999,1,0,0,1,0,1,0,3,5.0,2.75,2.75,0,0
107,4,10.0,2.8799999999999994,1,0,0,0,1,1,0,4,2.75,0.5,0.5,0,0
108,3,20.0,26.7,1,0,0,1,0,1,0,3,5.0,2.75,2.75,0,1
109,2,1.7999999999999998,1.7999999999999998,1,0,1,0,0,1,0,2,0.5,0.5,0.5,0,0
110,2,78.39999999999999,1.7999999999999998,1,0,1,0,0,1,0,2,4.75,0.5,0.5,0,0
111,1,66.69999999999999,1.7999999999999998,1,1,0,0,0,1,0,1,3.75,0.5,0.5,1,1
112,4,58.8,40.05,0,0,0,0,1,1,0,4,4.75,4.75,4.75,0,0
113,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
114,3,66.75,3.5999999999999996,0,0,0,1,0,1,0,3,5.0,0.75,0.75,0,1
115,4,1.7999999999999998,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
116,4,1.7999999999999998,2.52,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
117,4,1.7999999999999998,4.68,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
118,4,58.8,5.399999999999999,1,0,0,0,1,1,0,4,2.75,0.75,0.75,0,1
119,4,3.5999999999999996,5.399999999999999,0,0,0,0,1,1,0,4,0.75,1.25,1.25,0,1
120,3,19.599999999999998,1.7999999999999998,0,0,0,1,0,1,0,3,1.75,0.5,0.5,0,1
121,4,3.5999999999999996,5.399999999999999,0,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
122,3,3.5999999999999996,20.0,0,0,0,1,0,1,0,3,0.75,2.25,2.25,0,1
123,4,1.7999999999999998,3.5999999999999996,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
124,4,3.5999999999999996,7.199999999999999,1,0,0,0,1,1,0,4,0.5,3.25,3.25,0,1
125,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
126,4,3.5999999999999996,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
127,3,26.7,13.35,0,0,0,1,0,1,0,3,2.25,1.25,1.25,0,1
128,4,58.8,3.5999999999999996,0,0,0,0,1,1,0,4,1.75,0.75,0.75,0,0
129,4,5.0,5.399999999999999,0,0,0,0,1,1,0,4,0.75,1.75,1.75,0,1
130,4,1.7999999999999998,2.52,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
131,4,1.7999999999999998,40.05,0,0,0,0,1,1,0,4,0.5,2.75,2.75,0,0
132,3,5.399999999999999,5.399999999999999,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
133,4,2.52,2.52,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
134,2,1.7999999999999998,3.5999999999999996,1,0,1,0,0,1,0,2,1.75,0.75,0.75,0,1
135,4,0.35999999999999993,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
136,4,1.7999999999999998,1.0799999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
137,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
138,3,5.399999999999999,3.5999999999999996,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
139,1,3.5999999999999996,0.7199999999999999,1,1,0,0,0,1,0,1,1.25,0.5,0.5,1,0
140,4,1.7999999999999998,3.5999999999999996,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
141,3,78.39999999999999,40.05,1,0,0,1,0,1,0,3,5.0,5.0,5.0,0,1
142,3,6.119999999999999,39.199999999999996,0,0,0,1,0,1,0,3,1.25,2.25,2.25,0,1
143,4,2.52,4.68,0,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
144,3,39.199999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,2.75,0.75,0.75,0,0
145,4,78.39999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,5.0,0.5,0.5,0,0
146,4,1.7999999999999998,53.4,0,0,0,0,1,1,0,4,0.5,4.75,4.75,0,0
147,4,0.35999999999999993,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
148,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
149,4,0.7199999999999999,26.7,0,0,0,0,1,1,0,4,0.5,1.25,1.25,0,1
150,3,15.0,1.7999999999999998,0,0,0,1,0,1,0,3,4.25,0.5,0.5,0,0
151,1,7.199999999999999,1.7999999999999998,1,1,0,0,0,1,0,1,1.75,0.75,0.75,1,0
152,3,47.040000000000006,0.7199999999999999,1,0,0,1,0,1,0,3,3.25,0.5,0.5,0,1
153,2,1.7999999999999998,16.674999999999997,1,0,1,0,0,1,0,2,0.5,1.75,1.75,0,1
154,3,10.0,8.01,0,0,0,1,0,1,0,3,2.25,0.5,0.5,0,0
155,3,5.399999999999999,5.0,1,0,0,1,0,1,0,3,1.25,1.75,1.75,0,0
156,3,7.199999999999999,2.52,0,0,0,1,0,1,0,3,1.25,0.75,0.75,0,1
157,4,0.7199999999999999,3.5999999999999996,1,0,0,0,1,1,0,4,0.5,1.25,1.25,0,1
158,1,1.7999999999999998,0.35999999999999993,1,1,0,0,0,1,0,1,0.5,0.5,0.5,1,0
159,3,1.7999999999999998,58.8,1,0,0,1,0,1,0,3,0.5,4.75,4.75,0,0
160,4,39.199999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,2.25,0.5,0.5,0,0
161,4,1.7999999999999998,0.35999999999999993,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
162,4,58.8,1.7999999999999998,1,0,0,0,1,1,0,4,4.75,0.5,0.5,0,0
163,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
164,2,5.0,0.7199999999999999,1,0,1,0,0,1,0,2,3.75,0.5,0.5,0,1
165,3,3.5999999999999996,5.399999999999999,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
166,1,0.35999999999999993,0.7199999999999999,1,1,0,0,0,1,0,1,0.5,0.5,0.5,1,0
167,3,1.7999999999999998,3.5999999999999996,0,0,0,1,0,1,0,3,0.5,0.75,0.75,0,0
168,3,3.5999999999999996,5.399999999999999,0,0,0,1,0,1,0,3,1.25,1.75,1.75,0,0
169,3,7.199999999999999,7.199999999999999,1,0,0,1,0,1,0,3,1.75,1.25,1.25,0,1
170,3,1.7999999999999998,3.5999999999999996,0,0,0,1,0,1,0,3,0.5,0.75,0.75,0,0
171,4,26.7,26.7,0,0,0,0,1,1,0,4,2.75,2.25,2.25,0,0
172,3,26.7,1.7999999999999998,0,0,0,1,0,1,0,3,1.25,0.5,0.5,0,0
173,4,2.52,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
174,3,7.199999999999999,3.5999999999999996,1,0,0,1,0,1,0,3,1.25,0.75,0.75,0,1
175,3,3.5999999999999996,5.399999999999999,1,0,0,1,0,1,0,3,0.75,2.25,2.25,0,0
176,3,1.7999999999999998,3.5999999999999996,1,0,0,1,0,1,0,3,0.5,0.75,0.75,0,0
177,4,39.199999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,1
178,1,1.7999999999999998,0.35999999999999993,1,1,0,0,0,1,0,1,0.5,0.5,0.5,1,0
179,4,0.7199999999999999,7.84,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
180,1,39.199999999999996,1.4399999999999997,1,1,0,0,0,1,0,1,5.0,0.5,0.5,1,0
181,4,1.0799999999999998,26.7,0,0,0,0,1,1,0,4,0.5,2.25,2.25,0,0
182,3,1.7999999999999998,1.7999999999999998,0,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
183,4,3.5999999999999996,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
184,1,1.7999999999999998,1.7999999999999998,1,1,0,0,0,1,0,1,0.5,0.5,0.5,1,0
185,3,1.7999999999999998,5.399999999999999,1,0,0,1,0,1,0,3,0.5,1.25,1.25,0,1
186,1,2.1599999999999997,1.4399999999999997,0,1,0,0,0,1,0,1,1.75,0.5,0.5,1,1
187,3,3.5999999999999996,5.399999999999999,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
188,2,1.7999999999999998,5.399999999999999,1,0,1,0,0,1,0,2,0.5,1.75,1.75,0,0
189,3,1.7999999999999998,3.5999999999999996,1,0,0,1,0,1,0,3,0.5,1.25,1.25,0,1
190,4,0.7199999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
191,4,0.7199999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
192,1,5.0,1.0799999999999998,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,1
193,4,13.35,0.7199999999999999,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,0
194,3,1.7999999999999998,5.399999999999999,1,0,0,1,0,1,0,3,0.75,1.25,1.25,0,1
195,4,1.7999999999999998,0.7199999999999999,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
196,3,3.5999999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
197,4,2.8799999999999994,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
198,4,1.7999999999999998,19.599999999999998,0,0,0,0,1,1,0,4,0.5,1.25,1.25,0,1
199,4,78.39999999999999,3.5999999999999996,1,0,0,0,1,1,0,4,5.0,0.75,0.75,0,1
200,3,7.199999999999999,26.7,1,0,0,1,0,1,0,3,1.25,1.75,1.75,0,0
201,4,3.5999999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
202,4,2.8799999999999994,39.199999999999996,1,0,0,0,1,1,0,4,0.5,2.75,2.75,0,0
203,4,3.5999999999999996,20.0,0,0,0,0,1,1,0,4,0.75,4.75,4.75,0,0
204,3,3.5999999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
205,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
206,2,3.5999999999999996,16.02,0,0,1,0,0,1,0,2,0.75,0.75,0.75,0,0
207,3,78.39999999999999,40.05,1,0,0,1,0,1,0,3,5.0,2.25,2.25,0,1
208,1,1.0799999999999998,1.7999999999999998,0,1,0,0,0,1,0,1,0.5,0.5,0.5,1,0
209,4,3.5999999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,1.25,0.75,0.75,0,0
210,3,0.7199999999999999,39.199999999999996,0,0,0,1,0,1,0,3,0.5,1.25,1.25,0,0
211,4,3.5999999999999996,1.7999999999999998,0,0,0,0,1,1,0,4,1.25,0.75,0.75,0,1
212,2,1.0799999999999998,39.199999999999996,1,0,1,0,0,1,0,2,0.5,5.0,5.0,0,0
213,4,2.52,5.399999999999999,0,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
214,4,0.35999999999999993,10.005,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
215,3,1.7999999999999998,2.8799999999999994,0,0,0,1,0,1,0,3,0.5,0.75,0.75,0,0
216,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
217,4,53.4,50.025,0,0,0,0,1,1,0,4,2.75,1.75,1.75,0,0
218,4,3.5999999999999996,11.760000000000002,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
219,4,26.7,1.7999999999999998,0,0,0,0,1,1,0,4,2.25,0.75,0.75,0,0
220,4,1.7999999999999998,26.7,1,0,0,0,1,1,0,4,0.75,2.25,2.25,0,0
221,3,2.8799999999999994,2.8799999999999994,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
222,3,7.199999999999999,5.399999999999999,0,0,0,1,0,1,0,3,1.25,0.75,0.75,0,1
223,4,0.7199999999999999,0.7199999999999999,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
224,4,33.349999999999994,2.8799999999999994,1,0,0,0,1,1,0,4,4.75,1.25,1.25,0,0
225,3,10.0,3.5999999999999996,1,0,0,1,0,1,0,3,2.75,1.25,1.25,0,0
226,4,3.5999999999999996,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
227,3,0.7199999999999999,2.8799999999999994,1,0,0,1,0,1,0,3,0.5,0.75,0.75,0,1
228,3,5.399999999999999,5.399999999999999,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
229,3,7.199999999999999,7.199999999999999,1,0,0,1,0,1,0,3,1.75,1.75,1.75,0,1
230,4,2.8799999999999994,7.199999999999999,1,0,0,0,1,1,0,4,0.75,1.75,1.75,0,1
231,4,3.5999999999999996,20.0,1,0,0,0,1,1,0,4,0.5,2.75,2.75,0,1
232,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
233,4,1.7999999999999998,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
234,3,3.5999999999999996,2.52,1,0,0,1,0,1,0,3,0.5,0.75,0.75,0,1
235,4,3.5999999999999996,66.75,1,0,0,0,1,1,0,4,0.5,3.75,3.75,0,0
236,1,5.399999999999999,0.7199999999999999,1,1,0,0,0,1,0,1,1.75,0.5,0.5,1,0
237,4,39.199999999999996,1.4399999999999997,1,0,0,0,1,1,0,4,2.75,0.75,0.75,0,1
238,4,3.5999999999999996,5.399999999999999,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
239,3,19.599999999999998,1.7999999999999998,0,0,0,1,0,1,0,3,1.75,0.5,0.5,0,0
240,1,1.7999999999999998,2.52,1,1,0,0,0,1,0,1,0.5,0.75,0.75,1,0
241,3,13.35,13.35,1,0,0,1,0,1,0,3,0.75,1.75,1.75,0,1
242,4,2.8799999999999994,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
243,4,1.7999999999999998,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
244,1,19.599999999999998,0.7199999999999999,1,1,0,0,0,1,0,1,1.25,0.5,0.5,1,0
245,4,3.5999999999999996,40.05,0,0,0,0,1,1,0,4,0.5,1.75,1.75,0,1
246,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
247,3,1.7999999999999998,2.52,0,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
248,3,78.39999999999999,3.5999999999999996,1,0,0,1,0,1,0,3,1.75,0.75,0.75,0,1
249,3,3.5999999999999996,1.7999999999999998,1,0,0,1,0,1,0,3,1.25,0.5,0.5,0,0
250,4,7.84,1.7999999999999998,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,1
251,4,2.52,3.5999999999999996,1,0,0,0,1,1,0,4,0.75,1.25,1.25,0,1
252,4,3.5999999999999996,66.75,0,0,0,0,1,1,0,4,0.5,3.75,3.75,0,1
253,4,3.5999999999999996,1.0799999999999998,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
254,4,1.7999999999999998,0.7199999999999999,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
255,4,3.5999999999999996,2.52,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
256,4,3.5999999999999996,13.35,0,0,0,0,1,1,0,4,0.75,1.75,1.75,0,1
257,4,1.7999999999999998,58.8,1,0,0,0,1,1,0,4,0.75,5.0,5.0,0,1
258,4,66.75,1.7999999999999998,0,0,0,0,1,1,0,4,5.0,0.5,0.5,0,0
259,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
260,4,58.8,34.71,0,0,0,0,1,1,0,4,1.75,1.75,1.75,0,1
261,4,5.399999999999999,3.5999999999999996,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
262,3,13.35,0.7199999999999999,0,0,0,1,0,1,0,3,1.75,0.5,0.5,0,0
263,4,1.0799999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
264,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
265,2,7.199999999999999,10.0,0,0,1,0,0,1,0,2,1.25,2.75,2.75,0,1
266,3,1.7999999999999998,1.7999999999999998,0,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
267,3,39.199999999999996,39.199999999999996,1,0,0,1,0,1,0,3,4.75,1.75,1.75,0,1
268,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,1
269,3,3.5999999999999996,1.7999999999999998,0,0,0,1,0,1,0,3,0.75,0.5,0.5,0,1
270,4,2.52,2.52,0,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
271,4,2.1599999999999997,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
272,4,39.199999999999996,3.5999999999999996,0,0,0,0,1,1,0,4,1.25,0.5,0.5,0,0
273,4,0.7199999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
274,4,58.8,0.35999999999999993,1,0,0,0,1,1,0,4,1.25,0.5,0.5,0,1
275,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
276,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,1.25,0.75,0.75,0,0
277,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
278,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
279,3,1.7999999999999998,2.8799999999999994,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
280,3,1.7999999999999998,53.4,1,0,0,1,0,1,0,3,0.75,5.0,5.0,0,1
281,4,39.199999999999996,2.52,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,0
282,4,7.199999999999999,1.7999999999999998,0,0,0,0,1,1,0,4,4.75,0.5,0.5,0,1
283,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
284,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
285,1,40.05,0.35999999999999993,1,1,0,0,0,1,0,1,2.25,0.5,0.5,1,1
286,4,19.599999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,1.25,0.75,0.75,0,1
287,4,39.199999999999996,0.7199999999999999,0,0,0,0,1,1,0,4,1.75,0.5,0.5,0,0
288,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
289,4,2.1599999999999997,0.7199999999999999,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
290,4,5.399999999999999,1.0799999999999998,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,0
291,3,53.4,3.5999999999999996,1,0,0,1,0,1,0,3,2.75,0.75,0.75,0,0
292,2,1.7999999999999998,15.0,0,0,1,0,0,1,0,2,0.5,3.25,3.25,0,0
293,4,0.7199999999999999,20.0,0,0,0,0,1,1,0,4,0.5,5.0,5.0,0,1
294,4,53.4,3.5999999999999996,0,0,0,0,1,1,0,4,4.75,0.5,0.5,0,0
295,2,1.7999999999999998,78.39999999999999,1,0,1,0,0,1,0,2,0.5,1.75,1.75,0,0
296,3,13.35,1.7999999999999998,0,0,0,1,0,1,0,3,1.25,0.5,0.5,0,0
297,2,5.0,26.7,0,0,1,0,0,1,0,2,2.75,3.25,3.25,0,1
298,3,33.349999999999994,33.349999999999994,1,0,0,1,0,1,0,3,1.75,1.75,1.75,0,0
299,3,3.5999999999999996,3.5999999999999996,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
300,4,1.7999999999999998,53.4,0,0,0,0,1,1,0,4,0.5,4.25,4.25,0,0
301,4,5.399999999999999,1.7999999999999998,0,0,0,0,1,1,0,4,2.25,0.5,0.5,0,0
302,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
303,4,0.7199999999999999,1.0799999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
304,4,1.7999999999999998,5.399999999999999,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
305,4,13.35,33.349999999999994,1,0,0,0,1,1,0,4,1.75,3.25,3.25,0,1
306,4,1.0799999999999998,2.52,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
307,1,3.5999999999999996,53.4,1,1,0,0,0,1,0,1,1.75,5.0,5.0,1,0
308,3,78.39999999999999,1.7999999999999998,1,0,0,1,0,1,0,3,2.25,0.75,0.75,0,0
309,4,0.7199999999999999,5.399999999999999,0,0,0,0,1,1,0,4,0.5,1.25,1.25,0,0
310,1,58.8,1.0799999999999998,1,1,0,0,0,1,0,1,2.25,0.5,0.5,1,0
311,4,39.199999999999996,78.39999999999999,0,0,0,0,1,1,0,4,2.25,5.0,5.0,0,0
312,1,2.0,0.7199999999999999,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,0
313,3,5.399999999999999,7.199999999999999,1,0,0,1,0,1,0,3,1.25,1.75,1.75,0,0
314,4,39.199999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,3.75,0.5,0.5,0,1
315,4,1.7999999999999998,1.0799999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
316,1,1.0799999999999998,19.599999999999998,1,1,0,0,0,1,0,1,0.5,0.75,0.75,1,1
317,3,3.5999999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
318,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.75,0.5,0.5,0,0
319,2,1.7999999999999998,1.7999999999999998,1,0,1,0,0,1,0,2,0.5,0.5,0.5,0,0
320,4,1.0799999999999998,1.0799999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
321,2,1.7999999999999998,3.5999999999999996,1,0,1,0,0,1,0,2,0.5,0.75,0.75,0,0
322,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
323,4,58.8,1.7999999999999998,1,0,0,0,1,1,0,4,3.75,0.5,0.5,0,0
324,2,1.7999999999999998,0.7199999999999999,1,0,1,0,0,1,0,2,0.75,0.5,0.5,0,0
325,3,58.8,78.39999999999999,1,0,0,1,0,1,0,3,2.75,4.75,4.75,0,1
326,4,1.7999999999999998,26.7,0,0,0,0,1,1,0,4,0.5,3.75,3.75,0,0
327,3,5.0,78.39999999999999,1,0,0,1,0,1,0,3,0.75,1.25,1.25,0,1
328,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
329,2,1.7999999999999998,3.5999999999999996,1,0,1,0,0,1,0,2,0.5,1.25,1.25,0,0
330,4,1.7999999999999998,26.7,0,0,0,0,1,1,0,4,0.5,1.25,1.25,0,0
331,1,3.5999999999999996,1.7999999999999998,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,1
332,1,3.5999999999999996,3.5999999999999996,1,1,0,0,0,1,0,1,1.25,0.75,0.75,1,0
333,3,1.7999999999999998,2.52,0,0,0,1,0,1,0,3,0.5,0.75,0.75,0,0
334,4,7.84,53.4,1,0,0,0,1,1,0,4,0.75,3.75,3.75,0,1
335,2,1.0799999999999998,3.5999999999999996,1,0,1,0,0,1,0,2,0.5,0.75,0.75,0,0
336,4,2.52,1.0799999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
337,3,3.5999999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
338,1,8.0,1.0799999999999998,0,1,0,0,0,1,0,1,2.25,0.5,0.5,1,1
339,4,0.7199999999999999,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
340,4,3.5999999999999996,2.1599999999999997,1,0,0,0,1,1,0,4,1.25,0.75,0.75,0,0
341,4,18.69,3.5999999999999996,0,0,0,0,1,1,0,4,1.75,0.75,0.75,0,0
342,3,7.84,1.7999999999999998,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
343,2,4.319999999999999,3.5999999999999996,1,0,1,0,0,1,0,2,0.75,0.75,0.75,0,0
344,1,26.7,2.1599999999999997,0,1,0,0,0,1,0,1,2.25,0.75,0.75,1,0
345,3,1.7999999999999998,1.7999999999999998,0,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
346,4,1.7999999999999998,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
347,4,1.7999999999999998,0.7199999999999999,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
348,2,5.399999999999999,3.5999999999999996,1,0,1,0,0,1,0,2,1.25,0.75,0.75,0,1
349,3,10.0,1.7999999999999998,1,0,0,1,0,1,0,3,1.75,0.5,0.5,0,1
350,1,5.399999999999999,1.7999999999999998,1,1,0,0,0,1,0,1,1.25,0.5,0.5,1,0
351,4,0.7199999999999999,7.199999999999999,1,0,0,0,1,1,0,4,0.5,1.75,1.75,0,0
352,2,3.5999999999999996,39.199999999999996,1,0,1,0,0,1,0,2,0.75,2.25,2.25,0,1
353,4,3.5999999999999996,58.8,1,0,0,0,1,1,0,4,1.25,4.75,4.75,0,1
354,4,0.0,3.5999999999999996,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
355,4,1.7999999999999998,2.52,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
356,1,1.0799999999999998,39.199999999999996,1,1,0,0,0,1,0,1,0.5,1.75,1.75,1,1
357,4,10.0,1.7999999999999998,1,0,0,0,1,1,0,4,2.75,0.75,0.75,0,0
358,3,3.5999999999999996,1.7999999999999998,1,0,0,1,0,1,0,3,0.75,0.5,0.5,0,1
359,4,3.5999999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,1.25,1.25,1.25,0,1
360,3,19.599999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,1.25,0.75,0.75,0,1
361,4,1.7999999999999998,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
362,4,2.52,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
363,4,39.199999999999996,15.0,0,0,0,0,1,1,0,4,1.75,1.75,1.75,0,1
364,3,5.399999999999999,5.399999999999999,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
365,3,78.39999999999999,5.399999999999999,1,0,0,1,0,1,0,3,4.75,1.25,1.25,0,1
366,4,33.349999999999994,1.7999999999999998,0,0,0,0,1,1,0,4,1.75,0.5,0.5,0,0
367,4,1.7999999999999998,0.35999999999999993,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
368,3,26.7,3.5999999999999996,1,0,0,1,0,1,0,3,1.75,1.25,1.25,0,0
369,4,1.7999999999999998,26.7,1,0,0,0,1,1,0,4,0.5,2.25,2.25,0,0
370,4,2.8799999999999994,1.7999999999999998,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
371,4,26.7,1.7999999999999998,0,0,0,0,1,1,0,4,1.75,0.5,0.5,0,1
372,4,58.8,26.7,1,0,0,0,1,1,0,4,4.75,4.25,4.25,0,1
