,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B
258,258,Rashtreeya Vidyalaya Road (green line),Kengeri Bus Terminal (purple line),Kengere satelite town,Home,Jaynagar 4th block ,Restaurant,12:00:00,Metro + Bus ,90,Walk ,10,0.5 to 1 km ,4,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,4.0,5.0,No ,60,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,5,3,1,2,1,4,1,1,1,2,1
259,259,Jnanabharathi (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Central college ,School,"Ullal,RTO office ",Home,12:45:00,Metro ,30,Two-Wheeler ,20,2.5 km to 3 km ,5,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,3,1,1,1,6,1,1,1,3,1,4,1
260,260,Jnanabharathi (purple line),Rashtreeya Vidyalaya Road (green line),"Jayanagar,9th block ",Home,"Bidadi, ",Friend,12:50:00,Metro ,120,Dropped-off by friends/others ,20,2.5 km to 3 km ,6,Ola/Uber car ,5,0.5 to 1 km ,5.0,For egress trip only ,,,No ,75,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,7,1,1,6,2,2,0,8,6,4,2
261,261,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Bangarpette, majestic railway station, through train ",Home,"Ullal, Bangalore University ",Social,13:15:00,Metro ,50,Dropped-off by friends/others ,10,1.5 km to 2 km ,6,Walk ,7,< 0.5 km ,,For access trip only ,,,No ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,6,1,1,4,1,1,1,8,1,3,1
262,262,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Majestic KSRTC bus stop,Other,BCM Hostel,Home,13:00:00,Bus + Metro ,60,Walk ,15,< 0.5 km ,2,Walk ,8,< 0.5 km ,,For access trip only ,5.0,7.0,No ,30,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,2,1,1,1,1,0,1,1,1,1
263,263,Nagasandra (green line),Mahalakshmi (green line),Near metro station,Home,Nalamangla,Work,13:00:00,Metro ,60,Car ,40,> 5 km ,9,Walk ,2,0.5 to 1 km ,,For egress trip only ,,,No ,28,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,Car - from origin to destiantion ,36-45 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,3,11,2,2,1,4,1,5,2
264,264,Nagasandra (green line),Swami Vivekananda Road (purple line),Bagmane tech park,Work,Thottadaguddadahalli,Home,13:45:00,Metro + Bus ,90,Two-Wheeler ,15,2.5 km to 3 km ,5,Walk ,10,< 0.5 km ,,For both access and egress trips ,5.0,5.0,Metro card ,40,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,3,2,6,1,3,1,3,1,4,1
265,265,Dasarahalli (green line),South End Circle (green line),Nimhans,Work,Saptagiri medical college,Work,13:30:00,Bus + Metro ,60,Walk ,2,0.5 to 1 km ,10,Two-Wheeler ,15,2.5 km to 3 km ,,For neither access nor egress trips ,1.0,10.0,Mobility card ,100,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,2,2,3,2,6,4,1,1,3,2,4
266,266,Nagasandra (green line),Silk Institute (green line),Silk institute,Home,Rukmini nagar,Work,13:50:00,Metro + Bus ,80,Walk ,20,1 km to 1.5 km ,8,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,1.0,5.0,No ,70,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,1,3,3,4,1,1,1,3,3
267,267,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Majestic,SG rao hotel near",Home,Jnanabarathi college ,School,12:30:00,Metro ,60,Walk ,10,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,30,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,3,1,1,2,2,4,1,1,1,2,2
268,268,Jalahalli (green line),Rashtreeya Vidyalaya Road (green line),Fitjee coaching centre,School,Bagalgunte bus stop,Home,13:50:00,Metro ,60,Walk ,10,< 0.5 km ,10,Walk ,10,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,>2 Lakhs,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,3,1,1,1,1,1,3,1,1,1,1,1
269,269,Jnanabharathi (purple line),Trinity (purple line),"Hyatt, MG road",Restaurant,"Banglore university, near jnanbharathi metro station ",Work,14:15:00,Metro ,35,Two-Wheeler ,6,1 km to 1.5 km ,7,Dropped-off by friends/others ,5,1 km to 1.5 km ,0.0,For both access and egress trips ,,,No ,70,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Doctorate,Employed,,1.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,5,2,1,2,3,3,3,0,3,8,3,3
270,270,Jnanabharathi (purple line),Indiranagar (purple line),Behind metro station indiranagar ,Work,University jnanabarathi ,Home,14:20:00,Metro ,45,Walk ,6,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",5,4,2,1,1,2,1,1,4,1,1,1,1,1
271,271,Jnanabharathi (purple line),Jayaprakash Nagar (green line),"JP nagar,11th school,3rd phase ",Friend,Jnanbharthi college ,Work,14:30:00,Metro ,45,Bicycle ,5,1.5 km to 2 km ,7,Auto Rickshaw ,15,2.5 km to 3 km ,5.0,For both access and egress trips ,,,No ,100,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Business,"50,001 – 1,00,000",0.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,7,2,1,1,4,6,3,1,2,5,3,4
272,272,Silk Institute (green line),Yelachenahalli (green line),Kumarswamy layout,Friend,Kanakpuram,Home,13:00:00,Bus + Metro ,120,Walk ,5,0.5 to 1 km ,5,Auto Rickshaw ,10,2 km to 2.5 km ,0.0,For both access and egress trips ,1.0,7.0,Mobility card ,65,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,4,7,1,2,2,2,5,3,1,1,5,2,4
273,273,Silk Institute (green line),Chickpet (green line),Chickpet circle,Work,Kanakpuram,Home,12:30:00,Metro ,90,Car ,90,> 5 km ,4,Auto Rickshaw ,15,2 km to 2.5 km ,0.0,For neither access nor egress trips ,,,Metro card ,45,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,12th,Business,>2 Lakhs,1.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,1,1,2,11,5,4,1,4,5,5,4
274,274,Attiguppe (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Majestic ,Home,"Chandra layout, near Indira canteen ",Friend,14:50:00,Metro ,20,Dropped-off by friends/others ,15,2.5 km to 3 km ,8,Walk ,2,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,7,1,1,6,1,1,1,8,1,4,1
275,275,Attiguppe (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Vijaynagar 1st main road, near more super Market ",Home,Majestic (shivmoga),Other,15:00:00,Metro ,20,Walk ,5,< 0.5 km ,7,Walk ,8,< 0.5 km ,,For both access and egress trips ,,,No ,20,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,1,8,1,2,1,1,3,0,1,1,1,1
276,276,Konanakunte Cross (green line),Rajajinagar (green line),"A
N u hospital ",Work,Falcon city,Home,15:05:00,Metro ,45,Walk ,10,0.5 to 1 km ,5,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Mobility card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Business,"1,00,001 – 2,00,000",1.0,1,1,0,"No, I will not use a bicycle. .",5,4,2,1,1,3,2,3,3,1,1,1,2,3
277,277,Banashankari (green line),Chickpet (green line),Big end road,Home,Near station,Home,15:00:00,Metro ,40,Walk ,10,1 km to 1.5 km ,2,Walk ,10,< 0.5 km ,,For both access and egress trips ,,,No ,25,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,1,1,3,3,1,3,1,1,1,3,1
278,278,Attiguppe (purple line),Mahatma Gandhi Road (purple line),St Joseph's University ,School,"Nagarbhavi, NGF layout ",Home,15:00:00,Metro ,40,Uber auto ,15,1.5 km to 2 km ,6,Walk ,30,1.5 km to 2 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",1.0,1,1,0,"No, I will not use a bicycle. .",5,4,3,1,1,1,4,4,4,1,5,1,3,3
279,279,Attiguppe (purple line),Indiranagar (purple line),"Marathalli,piramal captial and housing ",Work,Attiguppe metro station ,Work,15:20:00,Metro ,75,Two-Wheeler ,5,< 0.5 km ,9,Two-Wheeler ,40,> 5 km ,,For access trip only ,,,No ,35,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,3,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,2,2,1,1,1,11,1,1,3,3,1,5
280,280,Attiguppe (purple line),Mahatma Gandhi Road (purple line),"Belansdhur, eco space ",Work,Vijaynagar RPC layout ,Home,15:10:00,Metro ,75,Walk ,13,0.5 to 1 km ,7,Company vehicle ,45,> 5 km ,5.0,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,3,2,11,1,0,1,10,2,5
281,281,Krishna Rajendra Market (green line),Nagasandra (green line),Hasragatta main road,Home,Bangalore medical college ,School,15:25:00,Metro ,60,Walk ,10,0.5 to 1 km ,2,Car ,20,2.5 km to 3 km ,,For access trip only ,,,Metro card ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,"1,00,001 – 2,00,000",1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,3,1,2,2,6,1,0,1,4,2,4
282,282,Attiguppe (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Bangarpette through train ,Home,Attiguppe metro station ,Work,15:30:00,Metro ,30,Walk ,5,0.5 to 1 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,2,1,2,2,1,4,1,1,1,2,1
283,283,Mahatma Gandhi Road (purple line),Sandal Soap Factory (green line),Iskon temple,Social,Shivamagga,Home,09:00:00,Bus + Metro ,480,Two-Wheeler ,15,1.5 km to 2 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,2.0,3.0,No ,500,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,4,6,1,2,1,4,1,4,1,3,1,3,1
284,284,Attiguppe (purple line),Mahatma Gandhi Road (purple line),Mg road ,Friend,"Nagarbhavi,hotel kingfish",Home,15:45:00,Metro ,25,Two-Wheeler ,5,1 km to 1.5 km ,7,Walk ,6,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,3,0,0,"No, I will not use a bicycle. .",5,4,7,1,1,1,3,1,4,1,3,1,3,1
285,285,Attiguppe (purple line),Cubbon Park (purple line),Near cubban park metro station ,Restaurant,"Ambika PG, attiguppe",Home,15:50:00,Metro ,30,Walk ,5,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,5,1,1,1,1,2,4,0,1,1,1,2
286,286,Baiyappanahalli (purple line),"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",BDA complex MC layout vijaynagar ,Work,Singayyanapalya metro station near,Work,15:10:00,Metro1 + Bus + Metro2 ,90,Walk ,6,< 0.5 km ,5,Walk ,8,< 0.5 km ,,For neither access nor egress trips ,5.0,3.0,Metro card ,10,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,2,5,1,1,1,4,1,1,1,1,1
287,287,Attiguppe (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Shivamogga through railway ,Other,"Attiguppe,sm bakery",Home,16:05:00,Metro ,20,Walk ,5,< 0.5 km ,7,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,No ,17,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,8,1,1,1,1,1,4,1,1,1,1,1
288,288,Attiguppe (purple line),Jayaprakash Nagar (green line),4th phase JP nagar,Home,"NYC road,",Other,15:50:00,Metro ,60,Dropped-off by friends/others ,15,> 5 km ,7,Auto Rickshaw ,10,1.5 km to 2 km ,0.0,For neither access nor egress trips ,,,No ,88,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,8,1,1,11,4,4,0,8,5,5,3
289,289,Attiguppe (purple line),Baiyappanahalli (purple line),"Whitefield, munju tent house ",Home,Vijaynagar Post office road,Work,16:25:00,Metro ,60,Dropped-off by friends/others ,5,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",2.0,3,0,0,"No, I will not use a bicycle. .",5,4,1,2,1,1,2,1,4,1,8,1,2,1
290,290,Attiguppe (purple line),Cubbon Park (purple line),"Rt nagar, presidency school ",Home,"Christ University, kengeri ",School,15:30:00,Metro ,70,Dropped-off by friends/others ,40,> 5 km ,2,Two-Wheeler ,20,> 5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,Two-Wheeler - from origin to destiantion ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,"1,00,001 – 2,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,3,1,1,11,11,4,1,8,3,5,5
291,291,Trinity (purple line),Mahalakshmi (green line),"Kurubarahalli, sthyanarayana choltry ",Home,"5 one 5 army based workshop, trinity circle ",Work,16:00:00,Metro + Bus ,90,Walk ,15,0.5 to 1 km ,4,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,5.0,10.0,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,3,1,2,2,3,0,1,1,2,2
292,292,Attiguppe (purple line),Mahatma Gandhi Road (purple line),"Double road, mg road near",School,Attigeppe near metro station ,Home,16:50:00,Metro ,30,Walk ,10,0.5 to 1 km ,8,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,No ,30,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Unemployed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,3,1,1,1,2,3,3,1,1,1,2,3
293,293,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),KR purum,Home,"Rajajinagar,",Work,17:15:00,Bus1 + Metro + Bus2 ,110,Walk ,15,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5.0,3.0,Metro card ,40,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,1,2,4,2,2,2,4,1,1,1,2,2
294,294,Baiyappanahalli (purple line),Vijayanagar (purple line),"Vijaynagar,near MacDonald ",Home,Bayyapanahalli metro station ,Work,17:45:00,Metro + Bus ,60,Walk ,15,1 km to 1.5 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,2.0,5.0,Metro card ,10,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,3,3,1,4,1,1,1,3,1
295,295,Attiguppe (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Majestic ,Friend,Chandra layout near canara bank ,Home,18:25:00,Metro ,15,Walk ,10,0.5 to 1 km ,6,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,No ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,7,1,1,1,2,1,4,1,1,1,2,1
296,296,Attiguppe (purple line),Mantri Square Sampige Road (green line),"Malleswaram, near pragathi co cooperative Bank ",Home,Global academy of technology ,School,18:30:00,Metro ,35,Dropped-off by friends/others ,10,2 km to 2.5 km ,5,Walk ,10,1 km to 1.5 km ,,For access trip only ,,,No ,28,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,"50,001 – 1,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,3,1,1,5,3,1,1,8,1,4,3
297,297,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Krantivira Sangolli Rayanna Railway Station (purple line),"Magadi road, BBMP park near",Home,ASC degree College ,School,18:30:00,Metro ,25,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,3,1,1,1,1,4,1,1,1,1,1
298,298,Konanakunte Cross (green line),Indiranagar (purple line),Domlur bridge ,Friend,Royal county park ,Home,18:18:00,Metro ,75,Rapido/Uber moto/Ola App two-wheeler ,10,3 km to 3.5 km ,5,Walk ,15,1 km to 1.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,>2 Lakhs,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,7,1,1,2,7,3,1,1,7,1,4,3
299,299,Halasuru (purple line),Jayaprakash Nagar (green line),"JP nagar, near sindhanur chowtri ",Home,"Near halsur metro station, near Suzuki showroom ",Work,19:12:00,Metro ,45,Walk ,3,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,39,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,1,2,1,2,1,1,4,1,1,1,1,1
300,300,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Goraguntepalya (green line),"Andralli , valmiki Nagar, sushilamma mapedical",Home,"Bomnalli, near venkatamma garments ",Work,18:30:00,Bus + Metro ,150,Walk ,20,1 km to 1.5 km ,5,Two-Wheeler ,20,> 5 km ,,For neither access nor egress trips ,5.0,2.0,No ,50,Very high crowding - All seats AND most standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,10th,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,2,1,3,11,4,1,1,3,3,5
301,301,Mantri Square Sampige Road (green line),Rashtreeya Vidyalaya Road (green line),Near Banshakari temple ,Work,"Yelhanka, dairy circle ",Home,08:15:00,Bus + Metro ,90,Walk ,10,0.5 to 1 km ,3,Auto Rickshaw ,20,3 km to 3.5 km ,4.0,For egress trip only ,5.0,6.0,Metro card ,50,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,1,2,1,2,7,2,0,1,5,2,4
302,302,Mantri Square Sampige Road (green line),Yelachenahalli (green line),Near metro,Work,Srirampura near mantri mall,Home,08:50:00,Metro ,45,Walk ,10,0.5 to 1 km ,6,Walk ,13,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,"10,001 – 25,000",0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,1,1,2,3,3,0,1,1,2,3
303,303,Vajarahalli (green line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vidhansoudha,Work,"Prathyangari temple, jayanagar corporation society ",Home,08:45:00,Metro ,60,Walk ,30,2 km to 2.5 km ,4,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,Postgraduate,Employed,>2 Lakhs,1.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,1,1,4,5,1,4,1,1,1,4,1
304,304,Mantri Square Sampige Road (green line),Jayanagar (green line),Nmkrv college ,School,Oklipuram,Home,09:10:00,Metro ,25,Two-Wheeler ,10,2 km to 2.5 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,4,3,1,1,1,5,2,4,0,3,1,4,2
305,305,Mantri Square Sampige Road (green line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Kanteerava stadium ,Other,"Yeshwantpur,Ganesha temple ",Home,09:00:00,Bus + Metro ,30,Walk ,5,< 0.5 km ,3,Walk ,15,1.5 km to 2 km ,,For egress trip only ,5.0,6.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,2,1,1,4,2,0,1,1,1,3
