,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B
389,389,Doddakallasandra (green line),Vijayanagar (purple line),"Shobha hospital, vijaynagar ",Home,"80 feet road , anjanapura",Home,18:20:00,Metro ,60,Dropped-off by friends/others ,10,2.5 km to 3 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Unemployed,,0.0,0,0,1,0,10,-1,1,1,1,1,6,2,4,1,8,1,4,2
390,390,Jayanagar (green line),Nagasandra (green line),"Kariobanahalli, near andrahalli",Home,Jayanagar 4th block ,Work,18:30:00,Metro + Bus ,9,Walk ,10,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For both access and egress trips ,5.0,15.0,Metro card ,10,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Bus and Metro ,26-35 yrs ,Trade,Employed,,0.0,1,0,0,0,10,-1,1,2,3,2,2,1,3,1,1,1,2,1
391,391,Baiyappanahalli (purple line),Nagasandra (green line),8th mile petrol bunk ,Home,Marathalli bridge near,Work,17:30:00,Bus + Metro ,150,Walk ,10,1 km to 1.5 km ,0,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,2.0,5.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Bus and Metro ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,0,10,-1,1,2,2,2,3,3,4,1,1,1,3,3
392,392,Jalahalli (green line),Vijayanagar (purple line),Hampi nagar near Bus stand ,Home,Peenya 2nd phase ,Work,19:00:00,Metro ,45,Two-Wheeler ,5,1 km to 1.5 km ,6,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,0,10,-1,1,2,1,1,3,2,3,1,3,1,3,2
393,393,Jalahalli (green line),Yeshwanthpur (green line),Yeshwantpur railway station ,Home,Bagalguntte cross,Work,07:00:00,Bus + Metro ,60,Walk ,5,0.5 to 1 km ,10,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,5.0,5.0,No ,25,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Bus and Metro ,36-45 yrs ,10th,Employed,,0.0,0,0,0,0,10,-1,1,2,2,3,2,1,4,1,1,1,2,1
394,394,Jayanagar (green line),Goraguntepalya (green line),"Guranguntapalya, people tree hospital ",Work,JAYANAGAR ,Home,08:00:00,Metro ,40,Walk ,7,0.5 to 1 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,0,10,-1,2,1,1,1,2,1,4,1,1,1,2,1
395,395,Nagasandra (green line),Swami Vivekananda Road (purple line),Bagmane tech park ,Work,"Nagasandra,  near prestige ",Home,08:00:00,Metro ,60,Two-Wheeler ,10,1.5 km to 2 km ,3,Company vehicle ,15,1.5 km to 2 km ,5.0,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,0,10,-1,2,1,1,1,4,4,4,0,3,10,3,3
396,396,Nagasandra (green line),National College (green line),"Bull temple, basavnagudi ",Work,"Nagasandra,IKEA showroom ",Home,08:30:00,Metro ,50,Walk ,15,1 km to 1.5 km ,1,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,2,0,0,0,10,-1,2,1,1,2,3,3,3,1,1,1,3,3
397,397,Goraguntepalya (green line),Dasarahalli (green line),"Acharya college, Dasarahalli ",School,Gorunguntapalya,Home,08:20:00,Metro + Bus ,60,Walk ,10,< 0.5 km ,3,Walk ,30,1 km to 1.5 km ,,For egress trip only ,3.0,5.0,Metro card ,20,No crowding  - 50-75% of seats occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Student,"<=10,000",0.0,0,0,0,0,10,-1,3,1,3,1,1,3,2,1,1,1,1,3
398,398,Jalahalli (green line),Sandal Soap Factory (green line),"Yelahanka, palanahalli",Work,"Bagalaguntte, 16th cross ",Home,08:30:00,Metro ,60,Two-Wheeler ,6,1.5 km to 2 km ,4,Company vehicle ,40,> 5 km ,0.0,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,,0.0,1,1,0,0,10,-1,2,1,1,2,4,11,4,0,3,10,3,5
399,399,Jalahalli (green line),Mahatma Gandhi Road (purple line),"Khyka street,mg road ",Work,"Peenya 2nd stag,andrahallli",Home,08:20:00,Metro ,90,Two-Wheeler ,20,4.5 km to 5 km ,5,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,18-25 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",0.0,2,1,0,0,10,-1,2,1,1,1,10,3,3,1,3,1,5,3
400,400,Peenya Industry (green line),Mahatma Gandhi Road (purple line),"Brigade road, ",School,"TDasrahalli, geetha high school ",Home,08:15:00,Metro ,60,Ola/Uber car ,10,1.5 km to 2 km ,0,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Mobility card ,70,Very high crowding - All seats AND most standing space occupied ,Female,,,Metro ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,0,10,-1,3,1,1,1,4,1,4,0,6,1,3,1
401,401,Baiyappanahalli (purple line),Jnanabharathi (purple line),Reliance phase,Work,Madyapura,Home,08:20:00,Metro ,90,Two-Wheeler ,15,3 km to 3.5 km ,5,Auto Rickshaw ,45,> 5 km ,10.0,For access trip only ,,,Metro card ,110,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,26-35 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",0.0,1,0,0,0,10,-1,2,1,1,2,7,11,1,1,3,5,4,5
402,402,Dasarahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Jain college, national college ",School,Dasarahalli ,Home,08:20:00,Metro + Bus ,90,Walk ,30,3 km to 3.5 km ,10,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,5.0,3.0,No ,110,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,0,10,-1,3,1,3,1,7,1,4,1,1,1,4,1
403,403,Magadi Road (purple line),Mysore Road (purple line),Pes college,School,Anjan movie theatre 🎭,Social,08:55:00,Metro + Bus ,40,Walk ,5,< 0.5 km ,2,Walk ,1,< 0.5 km ,,For neither access nor egress trips ,5.0,3.0,No ,25,No crowding - Less than 25% of seats occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,0,10,-1,3,6,3,1,1,1,4,1,1,1,1,1
404,404,Mahalakshmi (green line),South End Circle (green line),"Allen coaching centre, South end circle ",School,"Mahalaxmi layout, Rajajinagar,sg international school ",Home,08:40:00,Metro ,25,Auto Rickshaw ,10,1.5 km to 2 km ,1,Walk ,10,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,40,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,18-25 yrs ,10th,Student,,3.0,2,0,0,0,10,-1,3,1,1,1,4,3,3,1,5,1,3,3
405,405,Baiyappanahalli (purple line),Pattanagere (purple line),RV college,School,Whitefield near metro station,Home,08:00:00,Metro ,90,Car ,30,> 5 km ,10,Walk ,1,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,,Bus ,18-25 yrs ,Graduate,Student,>2 Lakhs,1.0,0,2,0,0,10,-1,3,1,1,1,11,1,4,1,4,1,5,1
406,406,Yeshwanthpur (green line),Yelachenahalli (green line),"JP nagar,7th phase, brigade millennium ",Home,Yeshwantpur railway station (Bidar),Home,08:30:00,Metro ,60,Walk ,5,< 0.5 km ,6,Auto Rickshaw ,10,2 km to 2.5 km ,5.0,For neither access nor egress trips ,,,Metro card ,60,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Employed,>2 Lakhs,2.0,2,2,0,0,10,-1,1,1,1,1,1,5,4,1,1,5,1,4
407,407,Peenya (green line),Sandal Soap Factory (green line),"Sheraton grand, sandal soap factory ",Work,Platinum city,Home,09:05:00,Metro ,20,Walk ,8,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,0,10,-1,2,1,1,2,2,1,4,1,1,1,2,1
408,408,Srirampura (green line),Konanakunte Cross (green line),"Kunankunte cross, near Soudhamni kalpana mantapa",Work,"Himamshu Jothi novas, malleshwaram ",Home,08:30:00,Metro + Bus ,45,Auto Rickshaw ,10,1.5 km to 2 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,10.0,Metro card ,42,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,Metro ,Metro ,26-35yrs ,Postgraduate,Employed,,1.0,0,0,0,0,10,-1,2,1,3,2,4,1,4,0,5,1,3,1
