ID,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,AGE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS,CYCLE
625,1,1.7999999999999998,0.36,0.72,3.5999999999999996,1,0,0,0,22.0,1,1,0,1,5,0,1,0
626,4,1.4399999999999997,0.288,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,1,5,0,1,0
627,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,1,5,0,1,0
636,4,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,1,0,22.0,0,1,0,0,5,0,1,1
640,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,0,5,0,1,0
645,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,0,5,0,1,0
646,2,2.52,0.504,0.72,3.5999999999999996,0,1,0,0,22.0,0,1,0,1,5,0,1,0
649,2,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,1,0,1,30.0,1,1,0,1,5,0,1,0
655,1,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,1,0,0,1,22.0,1,1,0,1,5,0,1,1
657,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,0,5,0,1,0
24,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,30.0,0,1,0,1,15,0,1,0
27,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,30.0,0,1,0,1,15,0,1,0
29,4,2.52,0.504,0.72,3.5999999999999996,0,0,1,0,65.0,1,1,0,0,15,0,1,0
30,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,40.0,0,1,0,1,15,0,1,0
33,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,1,15,0,1,1
35,4,2.52,0.504,1.44,7.199999999999999,0,0,1,0,54.0,0,1,0,0,15,0,1,0
38,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,40.0,0,1,0,0,15,0,1,0
40,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,22.0,1,1,0,0,15,0,1,0
44,2,2.52,0.504,1.568,7.84,0,1,0,0,22.0,0,1,0,1,15,0,1,0
61,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,1,22.0,0,1,0,0,15,0,1,0
63,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,0,15,0,1,0
65,4,2.52,0.504,0.36,1.7999999999999998,0,0,1,1,22.0,0,1,0,1,15,0,1,0
67,4,3.5999999999999996,0.72,0.504,2.52,0,0,1,0,22.0,0,1,0,1,15,0,1,0
71,1,0.7199999999999999,0.144,0.504,2.52,1,0,0,0,30.0,0,1,0,1,15,0,1,1
75,1,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,1,0,0,0,22.0,1,1,0,1,15,0,1,1
